R0000100,RISK1_1993,RISK1_2002,RISK1_2004,RISK1_2006,RISK1_2010,RISK1_2012,RISK1_2014,RISK2_1993,RISK2_2002,RISK2_2004,RISK2_2006,RISK2_2010,RISK2_2012,RISK2_2014,RISK3_1993,RISK3_2002,RISK3_2004,RISK3_2006,RISK3_2010,RISK3_2012,RISK3_2014,RISK4_1993,RISK4_2002,RISK4_2004,RISK4_2006,RISK4_2010,RISK4_2012,RISK4_2014
2,2.669170503,2.669170503,2.669170503,2.527123096,2.669170503,2.527123096,2.527123096,2.20675539,1.948903768,1.822189929,2.721904436,2.14387176,2.721904436,2.721904436,2.120969078,1.585765211,1.483174144,2.86272238,2.138470297,2.86272238,2.86272238,1.753324036,1.561177461,1.317444151,2.889869812,1.669697727,2.889869812,2.889869812
3,2.541060332,2.541060332,2.405830667,2.541060332,2.405830667,2.541060332,2.405830667,2.901154857,2.751630677,2.197782253,2.020273718,2.197782253,1.978676669,2.197782253,2.429482417,1.882047324,2.343822308,1.708805775,2.096701739,2.343822308,2.343822308,2.660458629,2.325675583,2.116645904,1.912077787,2.116645904,1.783486681,2.116645904
4,1.037961886,0.982723828,0.982723828,0.982723828,0.982723828,0.982723828,0.982723828,1.236148213,0.947658748,0.947658748,0.947658748,0.947658748,0.947658748,0.947658748,0.964280642,0.950212263,0.950212263,0.950212263,0.950212263,0.950212263,0.950212263,1.046317312,0.952779557,0.952779557,0.952779557,0.952779557,0.952779557,0.952779557
6,1.350664731,1.350664731,1.350664731,1.350664731,1.350664731,1.278785313,1.278785313,1.743371593,1.341032817,1.108973112,1.164173275,1.392026259,1.204370478,1.204370478,1.295761895,1.02895102,0.826196105,0.867673063,1.287993455,1.391479639,1.391479639,1.405810665,1.153163751,0.939012921,0.983147571,1.351840482,1.266541362,1.266541362
7,1.15903429,1.15903429,1.15903429,1.15903429,1.15903429,1.097353024,1.097353024,1.503785701,1.006922564,0.927419972,1.128071964,1.335190783,1.060387943,1.060387943,1.056087048,0.902700886,0.822973755,0.791684653,1.159894788,1.101682553,1.101682553,1.181753125,0.929704194,0.854850838,0.927586025,1.285835953,1.068253413,1.068253413
8,0.594121498,0.594121498,0.594121498,0.562503653,0.594121498,0.562503653,0.562503653,0.603021414,0.429058018,0.401310405,0.656082101,0.433570395,0.656082101,0.656082101,0.521164617,0.389654298,0.368413771,0.613612692,0.430764245,0.613612692,0.613612692,0.473395385,0.351094705,0.331582696,0.6872495,0.372218352,0.6872495,0.6872495
9,1.16129068,1.16129068,1.16129068,1.16129068,1.16129068,1.099489334,1.099489334,1.833200813,1.230961319,1.183176301,1.068829344,1.347550183,0.962096934,0.962096934,1.067243167,0.7989643,0.765931163,0.684561759,1.06935593,1.226189416,1.226189416,1.458548621,1.024797546,0.984059326,0.895836587,1.303602944,1.019943311,1.019943311
10,2.483670305,2.351494813,2.351494813,2.351494813,2.351494813,2.351494813,2.351494813,2.249901666,2.20111947,2.20111947,2.20111947,2.20111947,2.20111947,2.20111947,2.005622552,2.328623952,2.328623952,2.328623952,2.328623952,2.328623952,2.328623952,1.811158227,2.209145303,2.209145303,2.209145303,2.209145303,2.209145303,2.209145303
11,3.445843042,3.445843042,3.262462824,3.262462824,3.262462824,3.262462824,3.262462824,4.164045759,3.704274246,2.75445032,2.75445032,2.75445032,2.75445032,2.75445032,3.900747637,2.955498883,2.992289401,2.992289401,2.992289401,2.992289401,2.992289401,3.597659716,3.148523945,2.727534366,2.727534366,2.727534366,2.727534366,2.727534366
12,1.037961886,0.982723828,0.982723828,0.982723828,0.982723828,0.982723828,0.982723828,1.009678608,0.982326611,0.982326611,0.982326611,0.982326611,0.982326611,0.982326611,0.831340301,0.977900662,0.977900662,0.977900662,0.977900662,0.977900662,0.977900662,0.714410474,1.01679635,1.01679635,1.01679635,1.01679635,1.01679635,1.01679635
13,2.233586549,2.233586549,2.233586549,2.233586549,2.114719966,2.114719966,2.114719966,2.678577699,2.5311034,2.136392982,1.947106175,1.870673097,1.870673097,1.870673097,2.081465999,1.762108504,1.644464216,1.619086873,2.210767069,2.210767069,2.210767069,2.105280593,2.241237274,1.873009932,1.750765081,1.903366314,1.903366314,1.903366314
14,2.463844316,2.463844316,2.463844316,2.463844316,2.463844316,2.332723919,2.332723919,2.714492797,2.09253196,1.957358342,1.74530664,2.366212998,2.397647825,2.397647825,2.175717756,1.828085287,1.748169532,1.745510552,2.558526195,2.341392632,2.341392632,2.093621565,1.743324176,1.657287329,1.703144648,2.309738594,2.372172616,2.372172616
15,2.425099237,2.425099237,2.425099237,2.425099237,2.425099237,2.296040768,2.296040768,3.187121956,2.398667182,2.381662884,2.21824307,2.602472207,1.99484045,1.99484045,2.471351046,1.633051065,1.657436874,1.540101809,2.271345461,2.446628506,2.446628506,2.592365238,1.97409695,1.990975829,1.851311816,2.570791078,2.045280817,2.045280817
16,1.209706027,1.209706027,1.209706027,1.209706027,1.209706027,1.145328122,1.145328122,1.162272485,0.858869248,0.749555463,0.835093449,0.969841275,1.432710926,1.432710926,1.07188742,0.805094503,0.715966408,0.760800484,1.214527654,1.260544676,1.260544676,0.966115442,0.727378384,0.644476012,0.650278086,1.018624098,1.44032222,1.44032222
17,1.743333538,1.743333538,1.743333538,1.743333538,1.743333538,1.650557146,1.650557146,2.590412382,1.533425291,1.375740783,1.39296679,1.789867758,1.545089994,1.545089994,2.672045878,1.174427542,1.044033916,1.042823824,1.528545369,1.663767717,1.663767717,2.943472657,1.292362378,1.154894962,1.157286301,1.543735327,1.511751691,1.511751691
18,1.552025212,1.552025212,1.552025212,1.552025212,1.552025212,1.46942983,1.46942983,1.587625934,1.26816041,1.211764151,1.156067961,1.460824452,1.592770325,1.592770325,1.811861646,1.360889048,1.241843514,1.208390872,1.748628077,1.335879067,1.335879067,1.77998581,1.314482142,1.22004759,1.178373329,1.652864615,1.372859616,1.372859616
19,0.812218962,0.768994448,0.768994448,0.812218962,0.768994448,0.768994448,0.768994448,0.988970948,0.800506299,0.800506299,0.542241882,0.800506299,0.800506299,0.800506299,0.752157496,0.805312082,0.805312082,0.420193828,0.805312082,0.805312082,0.805312082,0.753348007,0.840927529,0.840927529,0.396518872,0.840927529,0.840927529,0.840927529
20,1.320002249,1.320002249,1.320002249,1.320002249,1.249754621,1.320002249,1.249754621,1.460105009,1.121475461,0.988671303,0.961312893,1.390119539,1.03578168,1.390119539,1.247778948,0.976591469,0.87175295,0.847740225,1.094388757,1.30251305,1.30251305,1.241022312,0.971646268,0.866026142,0.84194183,1.374522523,0.918210103,1.374522523
21,1.650620347,1.650620347,1.650620347,1.650620347,1.650620347,1.562777948,1.562777948,1.965017073,1.363332866,1.325171828,1.214221031,1.432299642,1.60898916,1.60898916,1.626240052,1.217443021,1.189042439,1.104866459,1.62945943,1.614962505,1.614962505,1.655149468,1.219449796,1.190218715,1.101163615,1.53167251,1.591855458,1.591855458
22,2.454277043,2.454277043,2.454277043,2.454277043,2.454277043,2.323665795,2.323665795,2.810597358,1.982877247,2.124423872,1.814018714,2.155464732,2.359455788,2.359455788,2.254967899,1.688124043,1.576878285,1.532023758,2.273574811,2.450714648,2.450714648,2.159272697,1.608727732,1.688887842,1.462537723,2.017447423,2.436259498,2.436259498
24,1.781931141,1.687100669,1.687100669,1.687100669,1.687100669,1.687100669,1.687100669,1.780565641,1.593971448,1.593971448,1.593971448,1.593971448,1.593971448,1.593971448,1.432009184,1.675948218,1.675948218,1.675948218,1.675948218,1.675948218,1.675948218,1.46317899,1.607659427,1.607659427,1.607659427,1.607659427,1.607659427,1.607659427
25,2.477076485,2.477076485,2.477076485,2.477076485,2.477076485,2.345251901,2.345251901,2.694435008,1.812519248,1.688282293,1.627037676,1.997027955,2.57731028,2.57731028,2.251664947,1.683481375,1.574568561,1.529779735,2.241275658,2.487005419,2.487005419,2.163597788,1.577135284,1.475920187,1.429254984,2.003562388,2.527077938,2.527077938
26,3.444953834,3.261620938,3.261620938,3.261620938,3.444953834,3.261620938,3.261620938,5.199294127,2.693126569,2.693126569,2.693126569,3.505776332,2.693126569,2.693126569,3.599147976,2.999717078,2.999717078,2.999717078,3.154780709,2.999717078,2.999717078,4.032551335,2.699723421,2.699723421,2.699723421,3.116544365,2.699723421,2.699723421
27,2.366428408,2.366428408,2.366428408,2.366428408,2.366428408,2.240492272,2.240492272,3.334216176,2.22352308,2.14894265,2.016539954,2.360772167,2.004872443,2.004872443,2.399949497,1.794347904,1.754748199,1.650834737,2.404700545,2.305288887,2.305288887,2.93071454,2.130616694,2.078266872,1.95319978,2.393007179,1.920277186,1.920277186
28,0.873615735,0.827123819,0.827123819,0.827123819,0.873615735,0.827123819,0.827123819,1.119787418,0.79804031,0.79804031,0.79804031,0.940253452,0.79804031,0.79804031,0.990570392,0.77447028,0.77447028,0.77447028,0.949078471,0.77447028,0.77447028,1.061349625,0.787864671,0.787864671,0.787864671,1.005445527,0.787864671,0.787864671
29,1.283659642,1.283659642,1.215346088,1.283659642,1.283659642,1.215346088,1.215346088,1.718425252,1.063446505,1.224650297,1.023104324,1.18116466,1.224650297,1.224650297,1.4212127,0.73598083,1.339641116,0.69548925,0.945673525,1.339641116,1.339641116,1.573508321,0.834604723,1.265247041,0.793138296,1.037735175,1.265247041,1.265247041
30,0.950837193,0.950837193,0.950837193,0.950837193,0.950837193,0.900235721,0.900235721,1.035429307,0.743682227,0.695288717,0.644526476,0.901066169,1.004621401,1.004621401,0.880231128,0.650920528,0.608245901,0.612353722,0.872333032,1.006551171,1.006551171,0.830330982,0.620043118,0.580227896,0.569014216,0.766328494,1.062266939,1.062266939
31,1.825591151,1.825591151,1.825591151,1.825591151,1.825591151,1.728437189,1.728437189,2.196108109,1.748289186,1.618706249,1.527682616,1.825238,1.643760296,1.643760296,1.710816245,1.491854061,1.374625374,1.392431696,1.702922457,1.682436161,1.682436161,1.71468173,1.474186415,1.362431307,1.438351696,1.654811711,1.665040875,1.665040875
32,1.952586138,1.848673781,1.952586138,1.952586138,1.952586138,1.848673781,1.848673781,2.225056467,1.830626009,1.606010291,1.516958974,1.684353728,1.830626009,1.830626009,1.791272198,1.875792808,1.453741797,1.398978122,1.780533041,1.875792808,1.875792808,1.71420888,1.873760642,1.423946443,1.272413308,1.469033877,1.873760642,1.873760642
33,1.781931141,1.687100669,1.687100669,1.687100669,1.687100669,1.687100669,1.687100669,2.58016518,1.437197517,1.437197517,1.437197517,1.437197517,1.437197517,1.437197517,2.272827063,1.45431629,1.45431629,1.45431629,1.45431629,1.45431629,1.45431629,2.574561485,1.376110953,1.376110953,1.376110953,1.376110953,1.376110953,1.376110953
34,1.283659642,1.283659642,1.215346088,1.283659642,1.283659642,1.215346088,1.215346088,1.94962413,1.439274013,1.026518422,1.113604368,1.727900797,1.026518422,1.026518422,1.195727695,0.784793324,1.273032728,0.689733824,1.171810415,1.273032728,1.273032728,1.703333945,1.093924862,1.058402839,0.926156446,1.547313178,1.058402839,1.058402839
35,2.483670305,2.351494813,2.351494813,2.351494813,2.351494813,2.351494813,2.351494813,2.37358514,2.178023832,2.178023832,2.178023832,2.178023832,2.178023832,2.178023832,2.132168078,2.298394691,2.298394691,2.298394691,2.298394691,2.298394691,2.298394691,1.919667004,2.183992567,2.183992567,2.183992567,2.183992567,2.183992567,2.183992567
36,0.950837193,0.950837193,0.950837193,0.950837193,0.950837193,0.900235721,0.900235721,1.36453197,0.923691006,0.88606681,1.037058448,1.368221352,0.812078207,0.812078207,0.878267439,0.6350287,0.621301677,0.604127044,0.874215071,1.009813401,1.009813401,1.11020549,0.792501805,0.771710489,0.747713712,1.271452403,0.874329441,0.874329441
37,0.524421573,0.524421573,0.524421573,0.524421573,0.524421573,0.496513006,0.496513006,0.536296163,0.35166455,0.330050924,0.340942608,0.383000654,0.615988664,0.615988664,0.462225045,0.345587497,0.326986044,0.314035402,0.463140086,0.557200762,0.557200762,0.475271861,0.306015517,0.289293384,0.283979047,0.389101743,0.626752462,0.626752462
38,1.379805798,1.379805798,1.379805798,1.379805798,1.379805798,1.306375556,1.306375556,1.41611741,1.03343088,0.975340883,0.949177973,1.136135384,1.5020351,1.5020351,1.189701388,0.860210106,0.841615475,0.828244228,1.192056574,1.417807052,1.417807052,1.117895383,0.819142836,0.793664845,0.777815934,1.057553618,1.53317611,1.53317611
39,2.894956806,2.894956806,2.894956806,2.894956806,2.894956806,2.740893547,2.740893547,2.987672598,2.204495143,2.156892848,2.040519659,2.434397739,2.802456264,2.802456264,2.516090007,1.949139631,1.733359868,1.751647134,2.504480648,2.874846628,2.874846628,2.481882278,1.82799185,1.688020245,1.73167031,2.366373578,2.77617857,2.77617857
40,1.992422908,1.992422908,1.992422908,1.992422908,1.992422908,1.886390526,1.886390526,2.808840898,1.556919476,1.456290847,1.432798979,1.863866431,1.931178155,1.931178155,2.308274498,1.25047196,1.222875126,1.224362746,1.686313411,1.966842477,1.966842477,2.433160753,1.254126189,1.211049414,1.204126457,1.81148834,1.915023528,1.915023528
41,1.524805991,1.524805991,1.524805991,1.524805991,1.524805991,1.443659156,1.443659156,2.392892412,1.530687498,1.567141348,1.515171514,1.616617828,1.249623409,1.249623409,1.986940436,0.956865646,0.971154203,0.972335607,1.322108201,1.490107284,1.490107284,2.508152525,1.199927481,1.221669421,1.208168404,1.615953566,1.264927947,1.264927947
42,0.911623059,0.911623059,0.911623059,0.911623059,0.911623059,0.863108477,0.863108477,1.110816311,0.803568483,0.721794445,0.728507617,0.859945167,0.926657445,0.926657445,0.808166784,0.626062622,0.565143589,0.563966238,0.814835388,0.941285491,0.941285491,0.859227886,0.656040435,0.592735288,0.592676809,0.813670173,0.963212077,0.963212077
43,1.556393927,1.556393927,1.473566052,1.556393927,1.556393927,1.473566052,1.473566052,1.67874904,1.423925699,1.475980945,1.13283305,1.544544492,1.475980945,1.475980945,1.708585394,0.910637095,1.484449344,0.948887781,1.401366309,1.484449344,1.484449344,1.591061952,0.885473127,1.52836496,0.928397383,1.348473659,1.52836496,1.52836496
44,2.03717197,2.03717197,1.92875814,2.03717197,2.03717197,1.92875814,1.92875814,1.944077332,1.501588236,2.137194491,1.376592285,1.408171309,2.137194491,2.137194491,1.720802281,1.286576226,2.028617256,1.21034705,1.735001516,2.028617256,2.028617256,1.41459828,1.288961745,2.183602967,1.094226288,1.399655112,2.183602967,2.183602967
45,1.781931141,1.687100669,1.687100669,1.687100669,1.687100669,1.687100669,1.687100669,1.733651944,1.605895637,1.605895637,1.605895637,1.605895637,1.605895637,1.605895637,1.382971226,1.693975867,1.693975867,1.693975867,1.693975867,1.693975867,1.693975867,1.412319974,1.623389317,1.623389317,1.623389317,1.623389317,1.623389317,1.623389317
46,0.872948833,0.872948833,0.872948833,0.872948833,0.826492408,0.826492408,0.826492408,1.097510894,0.819111521,0.688830893,0.676628581,0.887776319,0.887776319,0.887776319,0.811864513,0.606999185,0.567729378,0.558450977,0.892176733,0.892176733,0.892176733,0.857524842,0.645416817,0.583445331,0.574380628,0.919950568,0.919950568,0.919950568
47,1.469595961,1.469595961,1.469595961,1.469595961,1.469595961,1.391387283,1.391387283,1.667417307,1.311591148,1.178401294,1.108549214,1.28309995,1.454361142,1.454361142,1.719278888,1.331873903,1.215366507,1.168076985,1.733465552,1.276337993,1.276337993,1.65366577,1.333813384,1.179932877,1.125261568,1.6669811,1.291570909,1.291570909
48,1.037961886,0.982723828,0.982723828,0.982723828,0.982723828,0.982723828,0.982723828,1.298449959,0.939191046,0.939191046,0.939191046,0.939191046,0.939191046,0.939191046,0.927252847,0.957535566,0.957535566,0.957535566,0.957535566,0.957535566,0.957535566,1.150668232,0.936619282,0.936619282,0.936619282,0.936619282,0.936619282,0.936619282
49,1.811601486,1.811601486,1.811601486,1.715192024,1.715192024,1.715192024,1.715192024,2.298815145,1.612446547,1.560573565,1.581187538,1.581187538,1.581187538,1.581187538,1.52797568,1.100758158,1.080916599,1.813994914,1.813994914,1.813994914,1.813994914,1.816994061,1.308442126,1.268917682,1.617901885,1.617901885,1.617901885,1.617901885
50,0.836595009,0.836595009,0.792073255,0.836595009,0.836595009,0.792073255,0.792073255,0.750261992,0.562646607,0.939404135,0.607068514,0.590692815,0.939404135,0.939404135,0.708107345,0.529424028,0.854626562,0.494141362,0.682625097,0.854626562,0.854626562,0.626192291,0.472003007,0.949149926,0.495419253,0.578613886,0.949149926,0.949149926
52,2.220390798,2.220390798,2.220390798,2.220390798,2.220390798,2.345197047,2.220390798,2.091731311,2.091731311,2.091731311,2.091731311,2.091731311,1.960667646,2.091731311,2.145570022,2.145570022,2.145570022,2.145570022,2.061588625,2.145570022,2.145570022,2.101161394,2.101161394,2.101161394,2.101161394,2.101161394,1.416700031,2.101161394
53,0.968068818,0.968068818,0.968068818,0.916550317,0.968068818,0.916550317,0.916550317,1.554838473,1.099440484,1.071933046,0.811860881,1.040172231,0.811860881,0.811860881,1.145374412,0.809991041,0.903981016,0.783893084,1.262094437,0.783893084,0.783893084,1.352688727,0.964652886,1.056449535,0.781416721,1.193933619,0.781416721,0.781416721
54,1.682700515,1.682700515,1.593150879,1.593150879,1.593150879,1.593150879,1.593150879,1.947069024,1.460482991,1.502545363,1.502545363,1.502545363,1.502545363,1.502545363,1.239215009,0.959287163,1.728972459,1.728972459,1.728972459,1.728972459,1.728972459,1.327732557,1.025207039,1.628257765,1.628257765,1.628257765,1.628257765,1.628257765
57,2.545693074,2.545693074,2.545693074,2.545693074,2.545693074,2.410216866,2.410216866,2.841445587,2.795791811,1.900419346,1.870354327,2.451237201,2.348843703,2.348843703,2.16683037,1.641753155,1.499225031,1.457781976,2.521136312,2.622198214,2.622198214,2.29471722,1.934410234,1.591393897,1.551947169,2.491826547,2.389463581,2.389463581
58,0.602245716,0.570195518,0.602245716,0.602245716,0.602245716,0.570195518,0.570195518,0.648818005,0.641003709,0.455274841,0.432513652,0.515284938,0.641003709,0.641003709,0.56915111,0.607721229,0.401963375,0.386680903,0.570277827,0.607721229,0.607721229,0.570165176,0.646923235,0.405453289,0.38829854,0.541761557,0.646923235,0.646923235
59,0.583785406,0.583785406,0.583785406,0.583785406,0.552717625,0.552717625,0.552717625,0.742664593,0.554277072,0.522093315,0.50520024,0.582527087,0.582527087,0.582527087,0.531973796,0.397735897,0.37570687,0.361422659,0.604280427,0.604280427,0.604280427,0.617001907,0.464387021,0.439010146,0.422825292,0.606622683,0.606622683,0.606622683
60,0.873615735,0.827123819,0.827123819,0.827123819,0.827123819,0.873615735,0.827123819,0.917832857,0.844074713,0.844074713,0.844074713,0.844074713,0.69669448,0.844074713,0.795006847,0.816983638,0.816983638,0.816983638,0.695621793,0.816983638,0.816983638,0.823573069,0.854517276,0.854517276,0.854517276,0.854517276,0.575486571,0.854517276
61,2.942988691,2.942988691,2.942988691,2.942988691,2.942988691,2.78636928,2.78636928,2.823951137,1.978819209,1.86622573,1.849091678,2.633537853,3.314108565,3.314108565,2.864687903,2.141814543,2.003249869,1.970510758,2.851470097,2.886871319,2.886871319,2.42778248,1.707959332,1.683535612,1.658092114,2.710489544,3.148762337,3.148762337
62,0.668232765,0.668232765,0.668232765,0.668232765,0.668232765,0.632670881,0.632670881,0.673355453,0.52748008,0.445376084,0.487188841,0.614260646,0.739858367,0.739858367,0.628409812,0.486810275,0.439441194,0.432259407,0.751396084,0.656649288,0.656649288,0.572777879,0.455257795,0.372990987,0.378263046,0.641349972,0.755678039,0.755678039
63,1.907450791,1.805940438,1.907450791,1.907450791,1.907450791,1.805940438,1.805940438,1.963828546,1.963116366,1.354607188,1.420014845,1.552762926,1.963116366,1.963116366,1.643188668,1.906973717,1.228630222,1.230124843,1.683710384,1.906973717,1.906973717,1.639904055,1.905174015,1.206242293,1.22301146,1.580663617,1.905174015,1.905174015
66,1.095254481,1.095254481,1.095254481,1.095254481,1.095254481,1.036967437,1.036967437,1.277147506,1.092150176,0.944589769,0.937367254,1.195051852,1.026561114,1.026561114,0.983367851,0.939340445,0.802033007,0.792108065,1.169825956,1.021645888,1.021645888,1.035234853,0.961553803,0.827266849,0.814365361,1.205640046,1.037942102,1.037942102
67,1.749176299,1.749176299,1.656088968,1.749176299,1.749176299,1.656088968,1.656088968,2.13557486,1.46899622,1.538928421,1.626507048,1.979530557,1.538928421,1.538928421,2.802783283,1.188939088,1.52462215,1.09384693,1.603333776,1.52462215,1.52462215,2.892931144,1.250978083,1.461512514,1.223349625,1.711462197,1.461512514,1.461512514
68,1.56508511,1.56508511,1.56508511,1.56508511,1.56508511,1.481794709,1.481794709,1.655182879,1.338016907,1.293137734,1.182573335,1.474222782,1.541989562,1.541989562,1.528120968,1.142515982,1.117301643,1.038204416,1.521070146,1.510905963,1.510905963,1.412466307,1.212965018,1.183162143,1.042608751,1.540927474,1.495545783,1.495545783
69,2.247213836,2.247213836,2.247213836,2.247213836,2.247213836,2.127622039,2.127622039,2.736802863,2.019273464,1.757412486,1.820169591,2.083398486,2.089563631,2.089563631,2.144876114,1.639939482,1.483497156,1.55299339,2.138936022,2.109852228,2.109852228,2.308241841,1.763807849,1.506640667,1.596945511,2.115321981,2.016907693,2.016907693
70,1.984749417,1.984749417,1.984749417,1.879125401,1.984749417,1.879125401,1.879125401,2.41148118,1.746527349,1.675700159,1.734033592,2.388351384,1.734033592,1.734033592,2.407882364,1.317345488,1.172475827,1.818262262,1.974923368,1.818262262,1.818262262,2.477941132,1.398569501,1.216974491,1.743547186,2.143235325,1.743547186,1.743547186
71,1.292166898,1.223400606,1.223400606,1.223400606,1.292166898,1.223400606,1.223400606,2.492610488,0.984592766,0.984592766,0.984592766,2.087377141,0.984592766,0.984592766,1.358920689,1.114798153,1.114798153,1.114798153,1.338240925,1.114798153,1.114798153,2.055221168,0.990600502,0.990600502,0.990600502,2.01334264,0.990600502,0.990600502
72,1.552025212,1.552025212,1.552025212,1.552025212,1.552025212,1.46942983,1.46942983,1.842417476,1.323876529,1.245855967,1.172938217,1.530783436,1.512425986,1.512425986,1.828786979,1.337315371,1.265333573,1.230355977,1.79220707,1.322076462,1.322076462,1.746263254,1.269067464,1.200714122,1.155055093,1.726505284,1.383001428,1.383001428
73,3.112258846,3.112258846,3.112258846,3.112258846,3.112258846,2.946631248,2.946631248,5.045646753,3.08716416,3.295917274,2.958815711,3.722356131,2.276853483,2.276853483,3.624654836,2.680389461,2.572881058,2.495823115,2.492137347,2.469681756,2.469681756,4.525442607,3.293849836,3.160434258,3.191814063,2.93575398,1.999901037,1.999901037
74,2.483670305,2.351494813,2.351494813,2.351494813,2.351494813,2.351494813,2.351494813,2.75251686,2.11644883,2.11644883,2.11644883,2.11644883,2.11644883,2.11644883,3.029049497,2.138592216,2.138592216,2.138592216,2.138592216,2.138592216,2.138592216,2.787308094,2.035011808,2.035011808,2.035011808,2.035011808,2.035011808,2.035011808
75,1.212244528,1.212244528,1.212244528,1.212244528,1.212244528,1.14773153,1.14773153,1.382739499,1.119282527,0.924609906,0.950261588,1.07385754,1.2119911,1.2119911,1.181920343,0.893620837,0.807625729,0.846242967,1.165529471,1.184877312,1.184877312,1.160738492,0.90563408,0.795328681,0.826942972,1.094262206,1.231856179,1.231856179
76,2.02912555,2.02912555,2.02912555,2.02912555,2.02912555,1.921139933,1.921139933,3.009862182,2.033741274,1.819383848,1.761342514,2.098319093,1.711068219,1.711068219,2.741128608,1.46405006,1.301500402,1.283997813,1.893642738,1.965192766,1.965192766,3.056122756,1.705433446,1.518111723,1.492364579,2.082146216,1.696102892,1.696102892
77,2.226210511,2.107736464,2.107736464,2.226210511,2.107736464,2.107736464,2.107736464,2.739371985,2.01093989,2.01093989,1.632345663,2.01093989,2.01093989,2.01093989,2.859969805,1.88101505,1.88101505,1.883941846,1.88101505,1.88101505,1.88101505,2.597135561,1.882660516,1.882660516,1.668616529,1.882660516,1.882660516,1.882660516
78,0.680678542,0.644454321,0.680678542,0.680678542,0.644454321,0.644454321,0.644454321,0.849723018,0.685590512,0.546990869,0.51274892,0.685590512,0.685590512,0.685590512,0.644235381,0.679859489,0.450091016,0.449569336,0.679859489,0.679859489,0.679859489,0.755228363,0.695912766,0.500666846,0.425777049,0.695912766,0.695912766,0.695912766
79,4.291510594,4.291510594,4.291510594,4.063125802,4.063125802,4.063125802,4.063125802,5.338510712,3.541418202,3.570807755,3.575731642,3.575731642,3.575731642,3.575731642,4.145164464,2.8953305,2.93856551,4.022436427,4.022436427,4.022436427,4.022436427,4.280943245,2.968519068,3.035133074,3.540235318,3.540235318,3.540235318,3.540235318
80,1.101524363,1.042903649,1.101524363,1.101524363,1.101524363,1.042903649,1.042903649,1.616283841,0.927048259,1.193016837,1.166401385,1.335086932,0.927048259,0.927048259,1.592327738,0.840161689,1.091375756,1.074815247,1.54693572,0.840161689,0.840161689,1.803162709,0.814456498,1.279369884,1.249921943,1.701514179,0.814456498,0.814456498
81,3.976402819,3.764787371,3.976402819,3.976402819,3.764787371,3.764787371,3.976402819,5.52148499,3.284664894,3.058417817,3.524117149,3.284664894,3.284664894,2.719210357,4.711181021,3.088257838,3.86781077,3.097515061,2.638707982,3.088257838,3.088257838,4.993485142,2.911430717,3.938470257,3.413616566,2.911430717,2.911430717,2.300001328
82,1.037961886,0.982723828,0.982723828,0.982723828,0.982723828,0.982723828,0.982723828,1.423408108,0.923340986,0.923340986,0.923340986,0.923340986,0.923340986,0.923340986,1.181215045,0.912177626,0.912177626,0.912177626,0.912177626,0.912177626,0.912177626,1.362906017,0.907759947,0.907759947,0.907759947,0.907759947,0.907759947,0.907759947
83,0.98093426,0.98093426,0.98093426,0.98093426,0.98093426,0.928731088,0.928731088,1.419488494,1.293985202,1.157899453,1.144349388,1.368984263,0.74158925,0.74158925,1.067726638,0.769193399,0.75478109,0.74332806,1.062800096,0.886475143,0.886475143,1.305247609,1.140979072,1.093371771,1.076563825,1.472394635,0.728498636,0.728498636
84,4.077711922,4.077711922,4.077711922,4.077711922,4.077711922,3.860705026,3.860705026,5.48369264,3.297256045,3.50767155,3.697741283,5.176764375,3.317914405,3.317914405,5.40770149,3.037366867,2.948353744,2.935230626,4.196751822,3.560044269,3.560044269,5.398827716,2.862461215,3.217068968,3.05378834,4.370229362,3.197044415,3.197044415
85,4.825337084,4.825337084,4.825337084,4.825337084,4.825337084,4.568543215,4.568543215,7.715292847,5.010787802,4.616657483,5.107175035,6.918804988,3.438231248,3.438231248,5.324329259,4.040369507,3.645899634,3.507284124,5.172550172,4.140680093,4.140680093,7.148341481,4.635292511,4.278044998,4.758760758,6.886083669,3.213475144,3.213475144
86,0.99805467,0.99805467,0.99805467,0.99805467,0.99805467,0.944940387,0.944940387,1.504928162,0.927654252,0.938822396,0.928420687,1.060975862,0.873832089,0.873832089,1.113377921,0.784484274,0.750190112,0.75990776,1.077575473,0.891041995,0.891041995,1.281433603,0.876811111,0.851345138,0.854991135,1.150160342,0.853511295,0.853511295
87,0.911623059,0.911623059,0.911623059,0.911623059,0.911623059,0.863108477,0.863108477,1.480926966,1.121393223,0.960033728,0.936286174,1.11708645,0.755927992,0.755927992,1.052665229,0.823883016,0.724928939,0.734585559,1.079189774,0.77469385,0.77469385,1.341057009,0.992111083,0.973307727,0.925741119,1.287739491,0.708972814,0.708972814
88,0.668232765,0.668232765,0.668232765,0.668232765,0.668232765,0.632670881,0.632670881,0.921215652,0.752898302,0.737655457,0.598549267,0.765578697,0.606555223,0.606555223,0.632660855,0.455770734,0.447555304,0.429829383,0.633913299,0.6754521,0.6754521,0.735270148,0.621471138,0.610456959,0.499696406,0.745185093,0.637169387,0.637169387
89,2.170859723,2.170859723,2.170859723,2.170859723,2.055331324,2.055331324,2.055331324,2.383141133,1.843492423,1.629700584,1.585409272,2.104416809,2.104416809,2.104416809,2.086977772,1.503464903,1.475294614,1.45290853,2.157374003,2.157374003,2.157374003,1.949015949,1.451010084,1.37664506,1.348907398,2.152920454,2.152920454,2.152920454
