R0000100,RISK1_1993,RISK1_2002,RISK1_2004,RISK1_2006,RISK1_2010,RISK1_2012,RISK1_2014,RISK2_1993,RISK2_2002,RISK2_2004,RISK2_2006,RISK2_2010,RISK2_2012,RISK2_2014,RISK3_1993,RISK3_2002,RISK3_2004,RISK3_2006,RISK3_2010,RISK3_2012,RISK3_2014,RISK4_1993,RISK4_2002,RISK4_2004,RISK4_2006,RISK4_2010,RISK4_2012,RISK4_2014
1074,1.067913461,1.067913461,1.015059984,1.015059984,1.015059984,1.067913461,1.015059984,1.089276848,0.842242284,0.951642304,0.951642304,0.951642304,0.757561193,0.951642304,1.097242374,0.835927467,0.75693798,0.75693798,0.709970213,0.75693798,0.75693798,1.066092894,0.686930965,0.875628609,0.875628609,0.875628609,0.493748742,0.875628609
1075,1.124049366,1.124049366,1.124049366,1.124049366,1.124049366,1.124049366,1.182577846,1.193581243,1.193581243,1.193581243,1.193581243,1.193581243,1.193581243,0.642212579,1.117257086,1.117257086,1.117257086,1.117257086,0.546422738,1.117257086,1.117257086,1.174172188,1.174172188,1.174172188,1.174172188,1.174172188,1.174172188,0.648120991
1076,0.69220932,0.69220932,0.69220932,0.69220932,0.69220932,0.6579503,0.6579503,0.885967635,0.665512647,0.596053439,0.573890115,0.696842214,0.701488017,0.701488017,1.037999884,0.580000775,0.496282778,0.474372882,0.870035109,0.656814208,0.656814208,1.039201683,0.526575986,0.510300902,0.485769988,0.858128761,0.69884176,0.69884176
1077,2.749870167,2.749870167,2.749870167,2.613772811,2.749870167,2.613772811,2.613772811,3.361521527,2.567080823,2.150426006,2.928076374,2.350525941,2.928076374,2.928076374,2.554431385,1.951422478,1.720829585,3.236375404,2.613489585,3.236375404,3.236375404,2.629602566,2.193875372,1.678643252,3.179050108,2.427868731,3.179050108,3.179050108
1078,0.491898688,0.491898688,0.491898688,0.491898688,0.491898688,0.467553499,0.467553499,0.58619999,0.446891931,0.43387633,0.422688533,0.498123264,0.464650358,0.464650358,0.619607521,0.429911631,0.422327419,0.403624996,0.636285296,0.398169068,0.398169068,0.653204918,0.360614078,0.440694125,0.420282439,0.624987091,0.426135692,0.426135692
1079,0.825240955,0.825240955,0.825240955,0.825240955,0.825240955,0.784397895,0.784397895,0.905702757,0.7806049,0.740126805,0.626796406,0.732003625,0.857486254,0.857486254,0.951096965,0.69928426,0.65996717,0.630741066,0.98018218,0.745439231,0.745439231,0.888876884,0.669964888,0.633158148,0.588253055,0.863289511,0.834840501,0.834840501
1080,0.491898688,0.491898688,0.491898688,0.491898688,0.491898688,0.467553499,0.467553499,0.529568036,0.376183315,0.371248825,0.333781824,0.408571612,0.522882995,0.522882995,0.453848414,0.333687378,0.326298058,0.305026545,0.471071066,0.487134728,0.487134728,0.433971136,0.283296326,0.309504119,0.284608678,0.421305872,0.541498543,0.541498543
1081,3.928644108,3.928644108,3.928644108,3.928644108,3.928644108,3.734206535,3.734206535,5.242490374,4.039174007,3.621525324,3.800565952,4.318974838,3.703079147,3.703079147,4.85635328,3.570583796,3.271319466,3.343320322,5.004863981,3.430093524,3.430093524,5.427511222,3.215492269,3.752038829,3.735127663,5.296726425,3.213640413,3.213640413
1082,2.598420635,2.598420635,2.598420635,2.598420635,2.598420635,2.469818862,2.469818862,2.680862011,2.016375534,1.94000532,1.819342782,2.052787586,2.272039471,2.272039471,1.811066943,1.30128113,1.272464987,1.17373076,1.757983494,1.775646933,1.775646933,1.880051176,1.219397789,1.322861351,1.219269312,1.720154019,1.801190437,1.801190437
1083,2.50996394,2.385740091,2.385740091,2.385740091,2.385740091,2.385740091,2.385740091,2.848650846,2.36654688,2.36654688,2.36654688,2.36654688,2.36654688,2.36654688,2.202829344,2.403333063,2.403333063,2.403333063,2.403333063,2.403333063,2.403333063,2.204580423,2.359315333,2.359315333,2.359315333,2.359315333,2.359315333,2.359315333
1084,1.079481597,1.026055586,1.026055586,1.026055586,1.026055586,1.026055586,1.026055586,1.186967398,0.955206242,0.955206242,0.955206242,0.955206242,0.955206242,0.955206242,0.801534109,0.960690302,0.960690302,0.960690302,0.960690302,0.960690302,0.960690302,0.98941308,0.929552871,0.929552871,0.929552871,0.929552871,0.929552871,0.929552871
1085,1.221705572,1.221705572,1.221705572,1.221705572,1.221705572,1.161240572,1.161240572,1.867581494,1.212703454,1.137251957,1.117569247,1.356956588,1.247531761,1.247531761,1.520958825,1.120342346,1.055394905,1.022219756,1.578676211,1.414758448,1.414758448,1.716477619,0.984144699,1.155904342,1.11541873,1.64104936,1.39435096,1.39435096
1086,0.766616792,0.728675176,0.728675176,0.766616792,0.728675176,0.728675176,0.728675176,0.948642814,0.728521993,0.728521993,0.598506095,0.728521993,0.728521993,0.728521993,0.74253773,0.718694861,0.718694861,0.563762767,0.718694861,0.718694861,0.718694861,0.779951732,0.726102545,0.726102545,0.591331436,0.726102545,0.726102545,0.726102545
1087,1.328357135,1.328357135,1.328357135,1.328357135,1.328357135,1.262613706,1.262613706,1.759012347,1.241475369,1.195363898,1.118637015,1.297639217,1.339513184,1.339513184,1.979754587,1.042232608,0.98086957,0.904761072,1.406013859,1.324174723,1.324174723,1.996252818,0.970036718,1.024666398,0.943870144,1.382595391,1.360271793,1.360271793
1088,2.387430095,2.387430095,2.387430095,2.387430095,2.387430095,2.269270725,2.269270725,2.829889795,1.86435138,2.020388478,1.795442896,2.14536408,2.051988343,2.051988343,1.809147561,1.299902022,1.191037086,1.206289201,1.835089581,1.791276558,1.791276558,1.879507438,1.356882516,1.28194628,1.222259448,1.779535466,1.782928559,1.782928559
1089,1.96035215,1.863329843,1.96035215,1.96035215,1.96035215,1.863329843,1.863329843,2.821503563,1.736835984,1.868336688,1.844539011,2.405466598,1.736835984,1.736835984,1.977012832,1.97555977,1.337976497,1.334847571,1.94327613,1.97555977,1.97555977,2.386246534,1.758045759,1.581521729,1.560961225,2.22513954,1.758045759,1.758045759
1090,1.207351955,1.147597349,1.207351955,1.207351955,1.207351955,1.147597349,1.147597349,1.331127298,1.106185781,1.020827029,0.99810176,1.167315772,1.106185781,1.106185781,1.060204191,1.043260868,0.72645945,0.671142301,1.100436847,1.043260868,1.043260868,1.076192209,1.040895746,0.773234768,0.724553417,1.107239902,1.040895746,1.040895746
1091,0.815843959,0.775465978,0.815843959,0.815843959,0.775465978,0.775465978,0.775465978,1.087359679,0.78001631,0.736468137,0.770298096,0.78001631,0.78001631,0.78001631,0.801772517,0.963547399,0.502684885,0.526605814,0.963547399,0.963547399,0.963547399,0.94909892,0.891550904,0.595620739,0.618261671,0.891550904,0.891550904,0.891550904
1092,1.648968275,1.648968275,1.567357068,1.648968275,1.567357068,1.648968275,1.567357068,1.978121785,1.57949408,1.493414218,1.56072234,1.493414218,1.448929601,1.493414218,1.8246755,1.36222979,1.414409895,1.15857865,1.495270086,1.414409895,1.414409895,1.998698598,1.210372037,1.44854454,1.321194691,1.44854454,1.04266398,1.44854454
1093,1.716725695,1.716725695,1.716725695,1.716725695,1.631761018,1.631761018,1.631761018,2.112313083,1.60059174,1.52896204,1.60764507,1.871809994,1.871809994,1.871809994,2.043013565,1.525232261,1.365417637,1.407950997,2.077832422,2.077832422,2.077832422,2.124824104,1.418594702,1.441746144,1.445013046,2.099353601,2.099353601,2.099353601
1094,1.804634018,1.715318558,1.715318558,1.715318558,1.715318558,1.715318558,1.715318558,2.040075896,1.64247358,1.64247358,1.64247358,1.64247358,1.64247358,1.64247358,1.370894314,1.746854283,1.746854283,1.746854283,1.746854283,1.746854283,1.746854283,1.485600928,1.695559831,1.695559831,1.695559831,1.695559831,1.695559831,1.695559831
1096,0.867078534,0.867078534,0.867078534,0.867078534,0.867078534,0.824164837,0.824164837,0.995667994,0.744572353,0.755705209,0.678703928,0.786514768,0.774354034,0.774354034,0.645554329,0.463841311,0.453569805,0.434318356,0.654811165,0.815109952,0.815109952,0.762501405,0.486352087,0.552873553,0.511497785,0.730215283,0.747741375,0.747741375
1097,0.71352572,0.678211702,0.71352572,0.71352572,0.71352572,0.678211702,0.678211702,0.968502236,0.65272937,0.672394964,0.652771688,0.75008031,0.65272937,0.65272937,0.709389253,0.745914207,0.48607856,0.470447231,0.736309175,0.745914207,0.745914207,0.865009594,0.681736952,0.589804226,0.567982082,0.834402989,0.681736952,0.681736952
1098,1.252016276,1.19005113,1.19005113,1.19005113,1.19005113,1.252016276,1.19005113,1.576358554,1.11572606,1.11572606,1.11572606,1.11572606,1.115003143,1.11572606,1.114832171,1.155494329,1.155494329,1.155494329,0.934836856,1.155494329,1.155494329,1.396929053,1.104241114,1.104241114,1.104241114,1.104241114,0.962324635,1.104241114
1099,2.50996394,2.385740091,2.385740091,2.385740091,2.385740091,2.385740091,2.385740091,2.981982505,2.343928822,2.343928822,2.343928822,2.343928822,2.343928822,2.343928822,3.060731898,2.227102255,2.227102255,2.227102255,2.227102255,2.227102255,2.227102255,3.214670848,2.167356069,2.167356069,2.167356069,2.167356069,2.167356069,2.167356069
1101,1.420345844,1.420345844,1.350049683,1.420345844,1.350049683,1.420345844,1.350049683,2.101967458,1.404231011,1.389783584,1.125339211,1.389783584,1.308820305,1.389783584,1.797921237,1.212510856,1.387086225,1.018612158,1.458881539,1.387086225,1.387086225,2.017450832,1.045980829,1.483226089,1.073174544,1.483226089,0.995821214,1.483226089
1102,1.244071944,1.244071944,1.182499981,1.244071944,1.244071944,1.182499981,1.182499981,1.414192612,1.133550027,1.01221252,1.470090229,1.087702345,1.01221252,1.01221252,1.043415802,0.918163563,1.131135597,0.798534421,1.010223667,1.131135597,1.131135597,1.250081696,0.861677828,1.015298313,1.068286561,1.128826228,1.015298313,1.015298313
1103,1.478963161,1.478963161,1.478963161,1.405765895,1.478963161,1.405765895,1.405765895,1.592341637,1.121319372,1.209667818,1.4638087,1.532599993,1.4638087,1.4638087,1.3602989,1.039181504,0.932086479,1.390493366,1.444576048,1.390493366,1.390493366,1.425195228,0.946802012,0.970925989,1.431530799,1.464991402,1.431530799,1.431530799
1104,1.758193179,1.758193179,1.758193179,1.758193179,1.758193179,1.671176182,1.671176182,1.931536157,1.765079049,1.526365523,1.536543513,1.771594407,1.82606542,1.82606542,1.712047829,1.52165447,1.341845787,1.431058437,2.108496725,1.818649168,1.818649168,1.784395973,1.381118234,1.43508982,1.493524188,2.106687487,1.859839912,1.859839912
1105,1.084964228,1.084964228,1.084964228,1.084964228,1.084964228,1.031266869,1.031266869,1.293767446,1.059741839,0.920665702,0.9121147,1.073105176,1.146906703,1.146906703,1.619878728,0.852777633,0.752007829,0.761637848,1.158655552,1.109345086,1.109345086,1.607259249,0.814497431,0.797198402,0.79660257,1.14032642,1.140555101,1.140555101
1106,5.415859265,5.415859265,5.415859265,5.415859265,5.415859265,5.147816017,5.147816017,5.691432947,4.117285736,3.971462775,3.837535111,4.318919998,5.355581983,5.355581983,5.355873574,4.270540246,4.194604598,4.009421157,6.230707628,3.458326624,3.458326624,5.017377122,3.164310237,3.839049879,3.65813536,5.313762518,3.946471927,3.946471927
1107,0.727549429,0.727549429,0.727549429,0.727549429,0.727549429,0.691541346,0.691541346,0.798742599,0.598612079,0.562701446,0.546194405,0.630823891,0.738989859,0.738989859,0.643347825,0.473014871,0.445561953,0.432387022,0.663021854,0.724032025,0.724032025,0.703406712,0.462581612,0.485696421,0.468336606,0.678803335,0.719526414,0.719526414
1108,2.632656153,2.502359986,2.502359986,2.632656153,2.502359986,2.502359986,2.502359986,2.950734234,2.624144312,2.624144312,2.109406471,2.624144312,2.624144312,2.624144312,2.323359943,2.673923492,2.673923492,1.585208073,2.673923492,2.673923492,2.673923492,2.318278139,2.64222556,2.64222556,1.610904015,2.64222556,2.64222556,2.64222556
1109,0.91655276,0.91655276,0.87119047,0.91655276,0.87119047,0.87119047,0.87119047,1.256756829,0.886299178,0.773731376,0.902213658,0.773731376,0.773731376,0.773731376,1.056312,0.748747749,0.732041547,0.720712395,0.732041547,0.732041547,0.732041547,1.147329303,0.820412669,0.719099949,0.781786038,0.719099949,0.719099949,0.719099949
1110,0.85274772,0.897149709,0.897149709,0.897149709,0.85274772,0.85274772,0.85274772,1.001794203,0.893315752,0.735091347,0.804209519,1.001794203,1.001794203,1.001794203,1.093059372,0.811999189,0.684868436,0.706202389,1.093059372,1.093059372,1.093059372,1.132511724,0.844821763,0.637334135,0.659260575,1.132511724,1.132511724,1.132511724
1111,1.056481991,1.056481991,1.056481991,1.056481991,1.056481991,1.004194283,1.004194283,1.026496105,0.778546054,0.719247461,0.697877322,0.825371472,1.228203162,1.228203162,0.889415327,0.657483266,0.59712232,0.570760558,0.911600473,1.036637839,1.036637839,0.846509631,0.561622359,0.572017234,0.545686793,0.817600222,1.170214752,1.170214752
1112,1.090153323,1.090153323,1.090153323,1.090153323,1.090153323,1.036199145,1.036199145,1.160249528,0.774872904,0.750656989,0.761142456,0.945509819,1.073622446,1.073622446,0.778791118,0.572598158,0.539365609,0.559524842,0.824394216,0.920779939,0.920779939,0.761626517,0.490910555,0.519126243,0.531233812,0.843561072,1.007843167,1.007843167
1113,0.591834004,0.591834004,0.591834004,0.562542787,0.591834004,0.562542787,0.562542787,0.68891367,0.527455174,0.505934698,0.53188782,0.678835007,0.53188782,0.53188782,0.564252662,0.362072264,0.319264685,0.552883193,0.491941888,0.552883193,0.552883193,0.643150312,0.365510784,0.35759547,0.548640991,0.544781072,0.548640991,0.548640991
1114,0.867078534,0.867078534,0.867078534,0.867078534,0.867078534,0.824164837,0.824164837,0.938088165,0.643613691,0.625709187,0.648376476,0.768720074,0.868895749,0.868895749,0.839924124,0.51458046,0.470612674,0.546248052,0.849695333,0.704045992,0.704045992,0.803095894,0.440498897,0.444330689,0.524414841,0.773859707,0.793463349,0.793463349
1116,2.822293989,2.822293989,2.822293989,2.822293989,2.822293989,2.682612211,2.682612211,2.983373659,2.451117478,2.288747773,2.467003667,2.835381114,2.739711835,2.739711835,2.5626475,1.914601659,1.943424538,1.968451751,3.055849036,2.454649161,2.454649161,2.604762989,1.547357833,2.023864562,2.067588348,3.02058551,2.627485408,2.627485408
1117,0.491898688,0.491898688,0.491898688,0.491898688,0.491898688,0.467553499,0.467553499,0.538451387,0.414824904,0.4236237,0.410925319,0.436881346,0.484276231,0.484276231,0.464455053,0.3414858,0.32223993,0.308013679,0.482080206,0.482584812,0.482584812,0.482438731,0.278382543,0.334959739,0.319517187,0.41637588,0.520825425,0.520825425
1118,0.643878097,0.643878097,0.643878097,0.643878097,0.643878097,0.612011099,0.612011099,0.738877885,0.582004487,0.536158707,0.492987753,0.616771061,0.667723075,0.667723075,0.729762342,0.539462851,0.489936894,0.448649631,0.747965181,0.613296878,0.613296878,0.728518609,0.417774326,0.475587414,0.433167025,0.699117185,0.686854307,0.686854307
1119,1.079481597,1.026055586,1.026055586,1.026055586,1.026055586,1.026055586,1.026055586,1.380662668,0.926168406,0.926168406,0.926168406,0.926168406,0.926168406,0.926168406,0.854243612,0.947535324,0.947535324,0.947535324,0.947535324,0.947535324,0.947535324,0.937455687,0.940395357,0.940395357,0.940395357,0.940395357,0.940395357,0.940395357
1120,2.50996394,2.385740091,2.385740091,2.385740091,2.385740091,2.385740091,2.385740091,3.96492543,2.212168714,2.212168714,2.212168714,2.212168714,2.212168714,2.212168714,2.960814972,2.243722968,2.243722968,2.243722968,2.243722968,2.243722968,2.243722968,3.678405803,2.106243984,2.106243984,2.106243984,2.106243984,2.106243984,2.106243984
1121,0.769737073,0.769737073,0.769737073,0.809816755,0.769737073,0.769737073,0.809816755,0.8074065,0.8074065,0.8074065,0.762048747,0.8074065,0.8074065,0.706720647,0.850926204,0.850926204,0.850926204,0.521211896,0.536908218,0.850926204,0.850926204,0.886073834,0.886073834,0.886073834,0.552228902,0.886073834,0.886073834,0.572392963
1122,2.315730478,2.315730478,2.315730478,2.315730478,2.315730478,2.201119687,2.201119687,2.890810549,2.411103365,2.141841846,2.049875059,2.868154745,1.85958495,1.85958495,2.152688689,1.585676256,1.547693274,1.427603291,2.581108891,1.962220025,1.962220025,2.416641438,1.836347562,1.737125068,1.610133812,2.926781199,1.710734266,1.710734266
1123,0.766616792,0.728675176,0.766616792,0.728675176,0.728675176,0.728675176,0.728675176,0.925938989,0.715756777,0.665578915,0.715756777,0.715756777,0.715756777,0.715756777,0.684646992,0.750519636,0.482220126,0.750519636,0.750519636,0.750519636,0.750519636,0.740053232,0.755060905,0.497156181,0.755060905,0.755060905,0.755060905,0.755060905
1124,1.079481597,1.026055586,1.026055586,1.026055586,1.026055586,1.026055586,1.026055586,1.500040252,0.910249432,0.910249432,0.910249432,0.910249432,0.910249432,0.910249432,0.896570398,0.937528776,0.937528776,0.937528776,0.937528776,0.937528776,0.937528776,1.128569486,0.90306734,0.90306734,0.90306734,0.90306734,0.90306734,0.90306734
1125,1.503771978,1.503771978,1.503771978,1.503771978,1.429346867,1.429346867,1.503771978,1.943290119,1.523245118,1.368951068,1.493192036,1.326079376,1.326079376,1.29328741,1.445845372,1.116319151,0.974014611,1.019601504,0.972604432,1.468012415,1.468012415,1.724758055,1.18774644,1.167245526,1.193612331,1.367215611,1.367215611,1.092785554
1127,0.776237713,0.776237713,0.776237713,0.776237713,0.776237713,0.737819936,0.737819936,1.139998017,0.82384665,0.737041482,0.72150211,0.928029933,0.764887345,0.764887345,1.319622486,0.653405179,0.615482739,0.589359009,1.073179366,0.823070587,0.823070587,1.403829755,0.658129831,0.670242868,0.641086692,1.11443236,0.817605756,0.817605756
1129,2.035143743,1.93441983,2.035143743,1.93441983,1.93441983,1.93441983,1.93441983,1.772846521,1.917284928,1.310138179,1.917284928,1.917284928,1.917284928,1.917284928,1.803061086,1.456489271,1.250967719,1.456489271,1.456489271,1.456489271,1.456489271,1.629780704,1.540996275,1.141786865,1.540996275,1.540996275,1.540996275,1.540996275
1130,1.925740986,1.925740986,1.925740986,1.925740986,1.925740986,1.830431665,1.830431665,2.225306695,1.43749012,1.623162513,1.443595535,1.639006947,2.075959167,2.075959167,1.827459822,1.343621037,1.3138673,1.211920548,1.815183169,1.879904891,1.879904891,1.776191444,1.135265934,1.271235961,1.159957212,1.607102879,2.140230683,2.140230683
1131,0.69220932,0.69220932,0.69220932,0.69220932,0.69220932,0.6579503,0.6579503,0.755645041,0.579956634,0.588275536,0.603877299,0.634990118,0.772049338,0.772049338,0.714426369,0.587121548,0.575655727,0.597171332,0.856608883,0.723509904,0.723509904,0.682620028,0.528162068,0.555465373,0.569667054,0.787880206,0.81067055,0.81067055
1132,0.508641484,0.535126097,0.535126097,0.535126097,0.535126097,0.508641484,0.508641484,0.552564754,0.471517005,0.484633219,0.455003576,0.5077615,0.552564754,0.552564754,0.562969478,0.422090007,0.398358097,0.412453029,0.591640806,0.562969478,0.562969478,0.617946951,0.335661795,0.390650336,0.393052749,0.538846331,0.617946951,0.617946951
1133,1.804634018,1.715318558,1.715318558,1.715318558,1.715318558,1.715318558,1.715318558,1.734510368,1.727848847,1.727848847,1.727848847,1.727848847,1.727848847,1.727848847,1.618026812,1.648701536,1.648701536,1.648701536,1.648701536,1.648701536,1.648701536,1.505811305,1.687849599,1.687849599,1.687849599,1.687849599,1.687849599,1.687849599
1134,2.411350062,2.411350062,2.292006839,2.411350062,2.411350062,2.292006839,2.292006839,2.998316191,2.218727653,2.215047923,2.0231776,2.580166057,2.215047923,2.215047923,2.271612039,1.695894744,2.332422062,1.59492482,2.320822774,2.332422062,2.332422062,2.478703399,1.469752135,2.322666794,1.74369407,2.475420645,2.322666794,2.322666794
1135,2.50996394,2.385740091,2.385740091,2.385740091,2.385740091,2.385740091,2.385740091,2.811108585,2.373184653,2.373184653,2.373184653,2.373184653,2.373184653,2.373184653,2.306717729,2.377060262,2.377060262,2.377060262,2.377060262,2.377060262,2.377060262,2.33879662,2.327116398,2.327116398,2.327116398,2.327116398,2.327116398,2.327116398
1136,0.999109382,0.999109382,0.949661177,0.999109382,0.949661177,0.949661177,0.949661177,1.205847089,0.971935249,0.932006623,0.954942904,0.932006623,0.932006623,0.932006623,1.05165938,0.793504322,0.961202601,0.652958536,0.961202601,0.961202601,0.961202601,1.110708075,0.660625141,1.027381535,0.720896403,1.027381535,1.027381535,1.027381535
1138,1.274397361,1.274397361,1.274397361,1.274397361,1.274397361,1.211324524,1.211324524,1.791486679,1.438208667,1.268478532,1.266617743,1.437923518,1.173099554,1.173099554,1.532644467,1.141077435,1.054939904,1.006643992,1.585488291,1.41235289,1.41235289,1.843560184,1.119714978,1.270087442,1.220633985,1.795349972,1.26193674,1.26193674
1139,1.264204486,1.201636117,1.264204486,1.264204486,1.264204486,1.201636117,1.201636117,1.603294226,1.21148619,1.082197707,1.106427024,1.214369784,1.21148619,1.21148619,1.590967046,1.045693947,1.078863229,1.031086657,1.602325933,1.045693947,1.045693947,1.614754489,1.069571905,1.092511634,1.073842131,1.523214669,1.069571905,1.069571905
1140,0.491898688,0.491898688,0.491898688,0.491898688,0.491898688,0.467553499,0.467553499,0.615093476,0.466656562,0.454094188,0.431469817,0.516722808,0.452160399,0.452160399,0.44643882,0.325422559,0.306557466,0.29298182,0.461864418,0.497946121,0.497946121,0.475011302,0.348810794,0.331376979,0.313848985,0.468799437,0.502365497,0.502365497
1141,0.776237713,0.776237713,0.776237713,0.776237713,0.776237713,0.737819936,0.737819936,0.84506997,0.681874346,0.687271235,0.599643552,0.712663891,0.925406826,0.925406826,0.814894504,0.697065257,0.657872929,0.602347779,0.977071817,0.931055791,0.931055791,0.797993777,0.565908309,0.655087547,0.591666841,0.899919083,1.041420822,1.041420822
1142,1.872227284,1.872227284,1.872227284,1.872227284,1.872227284,1.779566478,1.779566478,2.566328732,1.97770025,2.013672656,1.771577788,2.092891847,1.52755343,1.52755343,1.92350691,1.489070095,1.259203322,1.504054783,1.978637268,1.739607517,1.739607517,2.239572423,1.363958532,1.542098808,1.76136075,2.158973696,1.57071537,1.57071537
1143,0.825240955,0.825240955,0.825240955,0.825240955,0.825240955,0.784397895,0.784397895,1.141584209,0.833224461,0.755805992,0.725098523,0.886670322,0.731285372,0.731285372,0.8465456,0.625792641,0.56130027,0.558911657,0.867136239,0.815907027,0.815907027,1.014343522,0.594644894,0.668169813,0.653479442,0.971475852,0.753016952,0.753016952
1144,3.278806287,3.449531481,3.449531481,3.449531481,3.449531481,3.278806287,3.278806287,3.022355369,4.781588332,3.394774228,3.210997508,3.608528891,3.022355369,3.022355369,2.951364542,3.233626509,2.96281491,2.955886216,4.564955061,2.951364542,2.951364542,2.630525528,3.909624095,3.376096843,3.297714171,4.767393558,2.630525528,2.630525528
1146,1.804634018,1.715318558,1.715318558,1.715318558,1.715318558,1.715318558,1.715318558,2.525664681,1.536524568,1.536524568,1.536524568,1.536524568,1.536524568,1.536524568,1.62368738,1.646693853,1.646693853,1.646693853,1.646693853,1.646693853,1.646693853,2.044676978,1.522380646,1.522380646,1.522380646,1.522380646,1.522380646,1.522380646
1147,2.076561261,2.076561261,2.076561261,2.076561261,2.076561261,1.973787501,1.973787501,2.306533175,2.054960439,1.994475405,1.822433082,1.992549179,2.442499295,2.442499295,2.528089738,1.887370742,1.692863799,1.931835138,2.962274191,2.581512572,2.581512572,2.33711657,2.015276527,1.606822673,1.794525415,2.571154188,2.76146838,2.76146838
1148,1.184855436,1.184855436,1.184855436,1.184855436,1.184855436,1.126214234,1.126214234,1.415739274,1.028752484,0.977840513,0.969105434,1.182904366,1.058385721,1.058385721,0.974813449,0.705325959,0.66443746,0.643551618,1.099755948,1.087380348,1.087380348,1.080896798,0.696895349,0.734494669,0.691243888,1.159869486,1.048386316,1.048386316
1149,0.873071805,0.829861487,0.829861487,0.829861487,0.873071805,0.829861487,0.829861487,1.379085853,0.723418536,0.723418536,0.723418536,0.99207371,0.723418536,0.723418536,0.742496679,0.778510052,0.778510052,0.778510052,0.891979529,0.778510052,0.778510052,0.877070177,0.75880148,0.75880148,0.75880148,0.99393481,0.75880148,0.75880148
1150,0.747391029,0.747391029,0.747391029,0.747391029,0.747391029,0.71040094,0.71040094,1.190683674,0.750752303,0.69080462,0.67671409,0.814329651,0.59898522,0.59898522,0.629639792,0.522145556,0.485713475,0.470093886,0.735756146,0.631566383,0.631566383,0.767634412,0.57070479,0.595269351,0.574374996,0.817266515,0.571750304,0.571750304
1151,2.977786818,2.830409345,2.977786818,2.977786818,2.977786818,2.830409345,2.830409345,3.553334265,2.573838727,2.658524567,2.854357851,3.903565471,2.573838727,2.573838727,2.422241524,2.741601044,1.878562423,1.874302819,2.874054187,2.741601044,2.741601044,2.757410716,2.431214165,2.259636432,2.188734776,3.28253764,2.431214165,2.431214165
1152,2.576406984,2.448894716,2.576406984,2.576406984,2.448894716,2.576406984,2.448894716,3.412811426,2.329596075,2.410555776,2.517988452,2.329596075,2.242769341,2.329596075,2.912972108,2.179471316,1.941924575,2.071033478,2.534742934,2.179471316,2.179471316,3.001608062,2.254478736,2.021977991,2.125963031,2.254478736,1.42222233,2.254478736
1153,1.97175776,1.97175776,1.97175776,1.97175776,1.97175776,1.874170964,1.874170964,3.575887614,2.538324725,2.078910028,2.083131053,2.603857513,1.683047274,1.683047274,2.80514003,2.066273663,1.889588475,2.015361369,2.890923187,2.050047013,2.050047013,3.353354971,2.206095827,2.151367701,2.275642995,3.165620701,1.825642124,1.825642124
1154,1.079481597,1.026055586,1.026055586,1.026055586,1.026055586,1.026055586,1.026055586,1.221204796,0.949744999,0.949744999,0.949744999,0.949744999,0.949744999,0.949744999,1.238241356,0.870657562,0.870657562,0.870657562,0.870657562,0.870657562,0.870657562,1.25096535,0.88234997,0.88234997,0.88234997,0.88234997,0.88234997,0.88234997
1155,1.355123548,1.355123548,1.355123548,1.355123548,1.355123548,1.288055387,1.288055387,1.4250182,1.04756725,1.007815935,0.884011603,1.092784828,1.334070123,1.334070123,1.499759354,0.742599145,0.711384035,0.669810265,1.048337436,1.015808851,1.015808851,1.379422517,0.660774708,0.706098515,0.637752209,0.92973647,1.138489462,1.138489462
1156,2.86762301,3.016938172,3.016938172,3.016938172,3.016938172,2.86762301,2.86762301,2.475133604,3.206364176,2.692155157,2.41038592,2.78362872,2.475133604,2.475133604,1.957155462,2.123217737,1.933589021,1.873075667,2.91359145,1.957155462,1.957155462,1.929340285,2.070293439,2.088013848,2.015365749,2.956741038,1.929340285,1.929340285
1157,0.491898688,0.491898688,0.491898688,0.491898688,0.491898688,0.467553499,0.467553499,0.541162096,0.377700878,0.391145192,0.335063492,0.418627088,0.515160002,0.515160002,0.587563398,0.373329009,0.334211403,0.328444118,0.520856965,0.446128319,0.446128319,0.549749582,0.310612189,0.318760901,0.303763961,0.447373514,0.504501743,0.504501743
1158,0.491898688,0.491898688,0.491898688,0.491898688,0.491898688,0.467553499,0.467553499,0.551082907,0.412226302,0.375520635,0.404963724,0.541902858,0.485229555,0.485229555,0.490098915,0.321808648,0.292306306,0.333842783,0.48680649,0.482959268,0.482959268,0.503191253,0.2963838,0.301124922,0.345240238,0.520634186,0.504991613,0.504991613
1159,0.858872658,0.858872658,0.816365088,0.858872658,0.858872658,0.816365088,0.816365088,1.048904092,0.871417369,0.839597682,0.728013883,0.769500563,0.839597682,0.839597682,1.09048925,0.775842166,0.790674682,0.607830004,0.74941549,0.790674682,0.790674682,1.065614302,0.777428496,0.824021361,0.63881942,0.720052116,0.824021361,0.824021361
1160,0.591834004,0.591834004,0.591834004,0.562542787,0.591834004,0.562542787,0.562542787,0.606797447,0.723028209,0.430492089,0.5475057,0.515738849,0.5475057,0.5475057,0.507010826,0.372774495,0.347407423,0.551788606,0.522515574,0.551788606,0.551788606,0.512909254,0.383535082,0.352199075,0.572591658,0.505138501,0.572591658,0.572591658
