37	6	52	0	1	0	0	1	0	1	0	4	35	11.983535	0	6	52	52	1	0	0	1	0	1	0	4	44	11.657025	0	4	52	52	1	0	0	1	0	1	0	4	46	11.731257	0	3	52	52	1	0	0	1	0	1	0	4	48	10.736397	0	2	52	52	1	0	0	1	0	1	0	4	52	12.031719	0																													12	12	56290	0	0	1	1	1	1	1	1	1	0	0
38	6	50	52	1	0	0	1	0	1	0	4	31	11.09741	0	3	52	52	1	0	0	1	0	1	0	4	40	11.058795	0	4	52	52	1	0	0	1	0	1	0	1	42	11.437749	0	2	52	52	1	0	0	1	0	1	0	4	44	11.608235	0	2	45	52	1	0	0	1	0	1	0	1	48	11.630709	0																													12	12	12788	0	0	1	1	1	1	1	1	1	0	0
39	6	52	52	0	1	0	1	0	1	0	3	34	10.968198	0	7	24	52	0	1	0	1	0	1	0	1	43	11.373663	0															2	52	52	0	1	0	1	0	1	0	1	47	11.184422	0	1	52	52	0	1	0	1	0	1	0	4	51	11.225244	0																													12	12	26851	0	0	0	0	1	1	0	1	1	0	0
40															6	52	52	1	0	0	1	0	1	0	1	42	11.064292	0	5	52	52	1	0	0	1	0	1	0	2	44	11.59642	0	5	52	52	1	0	0	1	0	1	0	1	46	11.867097	0	3	52	10	1	0	0	1	0	1	0	4	50	11.902891	0																													10	12	38419	0	0	0	0	0	1	1	1	1	0	0
41																																																									1	40	52	1	0	0	1	0	0	0	4	48	11.805595	0																													10	12	57095	0	0	0	0	0	0	0	0	1	0	0
42	6	52	52	1	0	0	1	0	1	0	4	30	10.388995	0	7	52	52	1	0	0	1	0	1	0	4	39	11.292279	0	6	52	52	1	0	0	1	0	1	0	1	41	11.440354	0	6	52	52	1	0	0	1	0	1	0	4	43	11.289782	0	3	52	52	1	0	0	1	0	1	0	4	47	11.542484	0																													14	12	22326	0	0	0	1	1	1	1	1	1	0	0
44															6	52	0	1	0	0	1	0	1	0	4	41	11.695247	0																													3	52	52	1	0	0	1	0	1	0	2	49	12.095811	0																													12	12	37061	0	0	1	1	0	1	0	0	1	0	0
45	6	50	52	1	0	0	1	0	1	0	2	34	11.189961	0																																																																																					9	10	50629	0	0	0	0	1	0	0	0	0	0	0
46																													6	52	52	1	0	0	1	0	0	1	4	42	11.69608	0	4	52	51	1	0	0	1	0	0	1	2	44	11.790557	0																																											12	12	78095	0	0	1	0	0	0	1	1	0	0	0
47																																																									3	52	52	1	0	0	0	0	1	0	4	51	11.127263	0																													12	16	75473	0	0	0	1	0	0	0	0	1	0	0
48	6	50	0	0	0	1	1	0	1	0	4	35	9.4658346	0																																																																																					12	12	24806	0	0	0	0	1	0	0	0	0	0	0
49	6	52	52	1	0	0	1	0	0	1	2	35	10.999897	0	5	52	52	1	0	0	1	0	0	1	4	44	11.466882	0	4	46	52	1	0	0	1	0	0	1	1	46	11.497812	0																																																									12	12	71226	0	0	1	1	1	1	1	0	0	0	0
50	6	52	52	1	0	0	1	0	1	0	4	35	11.013699	0	6	52	52	1	0	0	1	0	1	0	4	44	10.941996	0															6	52	21	1	0	0	1	0	1	0	4	48	0	1	12	52	51	1	0	0	1	0	1	0	2	52	11.556942	0																													9	10	78742	0	0	1	0	1	1	0	1	1	0	0
57	8	50	52	1	0	0	1	0	1	0	1	35	10.778956	0	7	52	45	1	0	0	1	0	1	0	4	44	7.0900769	0	4	52	52	1	0	0	1	0	1	0	1	46	11.232682	0	4	52	52	1	0	0	1	0	1	0	2	48	11.112448	0																																											12	12	30830	0	0	1	1	1	1	1	1	0	0	0
58	6	52	52	1	0	0	1	0	0	1	4	36	11.223936	0															2	52	52	1	0	0	1	0	0	1	4	47	11.251561	0	3	52	52	1	0	0	1	0	0	1	4	49	11.525842	0	2	52	52	1	0	0	1	0	0	1	4	53	11.944708	0																													12	17	91625	0	0	1	1	1	0	1	1	1	0	0
60	9	48	52	1	0	0	1	0	1	0	4	32	11.440354	0																																																																																					12	16	82980	0	0	0	1	1	0	0	0	0	0	0
61	6	52	52	1	0	0	1	0	1	0	1	31	11.217211	0	6	20	52	1	0	0	1	0	1	0	2	40	11.925697	0	6	52	52	1	0	0	1	0	1	0	3	42	12.016726	0	4	52	52	1	0	0	1	0	1	0	2	44	11.938847	0	1	52	0	1	0	0	1	0	1	0	1	48	11.717905	0																													12	16	99150	0	0	1	1	1	1	1	1	1	0	0
62	6	52	52	1	0	0	1	0	1	0	4	29	10.819778	0	7	52	45	1	0	0	1	0	1	0	4	38	10.839581	0	6	10	52	1	0	0	1	0	1	0	4	40	11.302316	0																																																									12	16	36384	0	0	1	1	1	1	1	0	0	0	0
63	10	52	52	1	0	0	1	0	1	0	3	33	11.983535	0															5	52	52	1	0	0	1	0	1	0	2	44	12.920181	0	5	52	52	1	0	0	1	0	1	0	2	46	12.245294	0	2	52	52	1	0	0	1	0	1	0	3	50	12.996101	0																													12	12	87934	0	0	0	1	1	0	1	1	1	0	0
68	6	52	48	1	0	0	1	0	0	1	3	31	11.983535	0	6	52	0	1	0	0	1	0	0	1	2	40	12.875598	0	5	52	0	1	0	0	1	0	0	1	1	42	12.920181	0	3	20	0	1	0	0	1	0	0	1	4	44	13.102928	0	1	52	0	1	0	0	1	0	0	1	4	48	12.996101	0																													16	17	100000	0	0	1	1	1	1	1	1	1	0	0
69	9	50	52	1	0	0	1	0	0	0	3	29	11.042922	0	8	52	52	1	0	0	1	0	0	0	3	38	11.454236	0	6	20	52	1	0	0	1	0	0	0	2	40	11.842229	0	5	32	52	1	0	0	1	0	0	0	2	42	11.984179	0	3	36	52	1	0	0	1	0	0	0	1	46	12.134308	0																													17	16	86703	0	0	0	1	1	1	1	1	1	0	0
73															6	32	52	1	0	0	0	0	0	1	2	39	12.323855	0															2	52	52	1	0	0	0	0	0	1	2	43	11.995352	0																																											16	16	81527	0	0	0	0	0	1	0	1	0	0	0
75	8	52	52	1	0	0	1	0	0	1	2	31	11.225244	0															9	52	52	1	0	0	1	0	0	1	4	42	11.564094	0	5	52	52	1	0	0	1	0	0	1	3	44	11.695247	0	3	52	48	1	0	0	1	0	0	1	3	48	12.180755	0																													14	16	83379	0	0	1	1	1	0	1	1	1	0	0
76															7	52	52	1	0	0	1	0	1	0	3	38	11.127263	0	7	50	52	1	0	0	1	0	1	0	2	40	11.157536	0	3	52	52	1	0	0	1	0	1	0	4	42	11.45105	0	2	52	52	1	0	0	1	0	1	0	2	46	11.8706	0																													16	16	42780	0	0	0	1	0	1	1	1	1	0	0
78	6	49	0	1	0	0	1	0	0	1	4	36	10.862416	0															9	52	18	1	0	0	1	0	0	1	4	47	11.3332	0																																																									16	18	85347	0	0	1	1	1	0	1	0	0	0	0
80	7	26	52	0	0	1	0	0	0	1	4	30	9.057189	0																																																																																					14	20	78759	0	0	0	1	1	0	0	0	0	0	0
81																													2	52	52	0	0	1	0	0	1	0	1	40	10.596635	0																																											8	52	52	0	0	1	1	0	1	0	1	50	10.897202	0	12	20	29497	0	0	0	1	0	0	1	0	0	0	1
87																																											6	52	52	1	0	0	0	0	1	0	4	43	9.7409687	0	7	52	52	1	0	0	0	0	1	0	4	47	10.166198	0																													11	12	12463	0	1	0	1	0	0	0	1	1	0	0
88															5	52	0	1	0	0	1	0	0	1	4	45	10.571317	0	4	52	0	1	0	0	1	0	0	1	4	47	10.463103	0	3	52	48	1	0	0	1	0	0	1	4	49	10.985292	0	2	52	28	1	0	0	1	0	0	1	3	53	11.213103	0																													12	12	80798	0	1	0	0	0	1	1	1	1	0	0
89	6	52	52	1	0	0	1	0	0	1	1	34	11.119883	0															3	52	52	1	0	0	1	0	0	1	4	45	11.492723	0	2	52	52	1	0	0	1	0	0	1	1	47	11.728037	0																																											12	12	84980	0	1	1	0	1	0	1	1	0	0	0
90	7	15	52	1	0	0	1	0	0	1	4	35	11.476261	0	3	44	52	1	0	0	1	0	0	1	4	44	11.5759	0	5	36	52	1	0	0	1	0	0	1	4	46	11.863583	0															1	52	52	1	0	0	1	0	0	1	4	52	12.089539	0																													5	4	80298	0	0	0	1	1	1	1	0	1	0	0
91															7	52	52	1	0	0	1	0	0	1	1	39	11.385092	0	5	52	25	1	0	0	1	0	0	1	1	41	11.326596	0	4	52	52	1	0	0	1	0	0	1	4	43	11.170435	0	1	52	52	1	0	0	1	0	0	1	2	47	11.082143	0																													5	3	22823	0	0	1	1	0	1	1	1	1	0	0
92	6	14	35	1	0	0	1	0	1	0	2	31	11.05406	0																																																																																					12	12	44375	0	0	1	0	1	0	0	0	0	0	0
97	6	52	52	1	0	0	1	0	1	0	4	35	11.11751	0	6	52	52	1	0	0	1	0	1	0	1	44	11.338573	0	2	52	50	1	0	0	1	0	1	0	3	46	11.481972	0	2	52	52	1	0	0	1	0	1	0	1	48	11.544424	0	12	52	29	1	0	0	1	0	1	0	3	52	11.622676	0																													12	11	59411	0	0	1	1	1	1	1	1	1	0	0
98	6	0	0	1	0	0	1	0	0	1	4	36	9.0383654	0																																																																																					17	14	69552	0	0	1	1	1	0	0	0	0	0	0
102	8	52	48	1	0	0	1	0	1	0	4	29	10.950807	0																																																																																					10	5	56649	0	0	1	1	1	0	0	0	0	0	0
105	6	52	52	1	0	0	1	0	1	0	1	35	10.804055	0															2	52	50	1	0	0	0	1	1	0	3	46	10.404172	0	3	52	52	1	0	0	0	1	1	0	1	48	10.809728	0	2	49	52	1	0	0	0	1	1	0	4	52	10.95954	0																													12	12	81787	0	0	1	0	1	0	1	1	1	0	0
107	6	52	52	1	0	0	1	0	0	1	1	31	10.79978	0	4	52	52	1	0	0	1	0	0	1	2	40	11.524854	0	4	20	52	1	0	0	0	1	0	1	1	42	10.692399	0	4	52	52	1	0	0	1	0	0	1	1	44	10.723268	0	3	50	52	1	0	0	1	0	0	1	2	48	11.316911	0																													11	9	65347	0	0	0	1	1	1	1	1	1	0	0
108	6	52	52	1	0	0	1	0	0	1	4	35	10.933107	0	4	52	52	1	0	0	1	0	0	1	4	44	11.921719	0	4	52	52	1	0	0	1	0	0	1	2	46	11.736069	0	3	52	52	1	0	0	1	0	0	1	4	48	11.736069	0	2	52	52	1	0	0	1	0	0	1	3	52	11.652687	0																													11	8	96818	0	0	0	1	1	1	1	1	1	0	0
111															6	52	52	1	0	0	1	0	1	0	4	43	11.514015	0	3	52	52	1	0	0	1	0	1	0	4	45	11.532728	0	3	26	52	1	0	0	1	0	1	0	4	47	11.522876	0	12	52	48	1	0	0	1	0	1	0	3	51	10.968198	0																													11	10	46195	0	0	1	1	0	1	1	1	1	0	0
112	7	51	52	1	0	0	1	0	0	0	2	30	11.050969	0																																											1	40	50	1	0	0	0	1	0	0	4	47	10.281924	0																													12	8	39529	0	0	1	1	1	0	0	0	1	0	0
117															10	52	52	1	0	0	1	0	1	0	3	43	11.238488	0	6	40	52	1	0	0	1	0	1	0	4	45	11.590812	0	7	52	52	1	0	0	1	0	1	0	4	47	11.867097	0																																											10	12	98349	0	0	0	1	0	1	1	1	0	0	0
119															6	52	52	1	0	0	0	0	0	1	1	45	10.596635	0	4	51	50	1	0	0	0	0	0	1	1	47	10.126631	0	3	52	8	1	0	0	0	0	0	1	1	49	9.392662	0	5	52	0	1	0	0	0	0	0	1	1	53	9.9034872	0																													11	8	27671	0	0	0	1	0	1	1	1	1	0	0
122	7	52	52	1	0	0	1	0	1	0	4	32	11.385092	0	7	52	31	1	0	0	1	0	1	0	3	41	11.81303	0	6	52	52	1	0	0	1	0	1	0	4	43	12.920181	0	7	52	52	1	0	0	1	0	1	0	2	45	11.77529	0	6	52	52	1	0	0	1	0	1	0	4	49	11.561716	0																													11	10	52132	0	0	0	1	1	1	1	1	1	0	0
123	9	33	52	1	0	0	1	0	0	0	4	31	11.103453	0																																																																																					16	16	92204	0	0	0	1	1	0	0	0	0	0	0
124	6	50	0	0	1	0	1	0	0	0	3	32	10.821776	0	6	52	22	1	0	0	1	0	0	0	2	41	11.695247	0	6	52	0	1	0	0	1	0	0	0	2	43	11.462158	0																																																									14	14	40114	0	0	1	1	1	1	1	0	0	0	0
126	6	52	52	1	0	0	1	0	0	1	4	35	11.251561	0	7	52	52	1	0	0	1	0	0	1	1	44	11.560286	0															5	52	52	1	0	0	1	0	0	1	3	48	11.848683	0																																											14	15	67259	0	0	0	1	1	1	0	1	0	0	0
128	10	52	52	1	0	0	1	0	1	0	4	35	11.211821	0																													7	52	52	1	0	0	1	0	1	0	1	48	11.703546	0																																											10	12	59846	0	0	1	1	1	0	0	1	0	0	0
133															7	52	52	1	0	0	1	0	1	0	4	40	11.362103	0	6	52	52	1	0	0	1	0	1	0	4	42	11.314474	0																													5	52	52	1	0	0	1	0	1	0	4	50	10.714417	0															10	11	57983	0	0	1	1	0	1	1	0	0	1	0
135	7	50	52	1	0	0	1	0	1	0	4	29	11.021902	0	10	52	52	1	0	0	1	0	1	0	4	38	10.598383	0																													12	52	52	1	0	0	1	0	1	0	3	46	12.074254	0																													9	12	38315	0	0	0	1	1	1	0	0	1	0	0
137	6	52	52	1	0	0	1	0	0	0	4	32	11.211821	0	6	52	52	1	0	0	1	0	0	0	1	41	12.007622	0	6	52	52	1	0	0	1	0	0	0	1	43	12.310432	0	2	52	52	1	0	0	1	0	0	0	4	45	12.350173	0	12	52	51	1	0	0	1	0	0	0	4	49	12.996101	0																													13	16	87283	0	0	1	1	1	1	1	1	1	0	0
138	6	52	51	1	0	0	1	0	0	1	1	31	10.819778	0	6	50	52	1	0	0	1	0	0	1	4	40	11.396392	0	6	52	52	1	0	0	1	0	0	1	4	42	11.440354	0	5	52	52	1	0	0	1	0	0	1	4	44	11.589887	0	12	52	51	1	0	0	1	0	0	1	1	48	11.732061	0																													14	16	88326	0	0	1	1	1	1	1	1	1	0	0
139															11	52	52	0	1	0	1	0	1	0	1	39	11.849398	0	10	52	52	0	1	0	1	0	1	0	3	41	11.652687	0	7	52	36	0	1	0	1	0	1	0	1	43	11.982929	0																																											16	16	79832	0	0	0	1	0	1	1	1	0	0	0
140	6	48	52	1	0	0	1	0	0	1	4	35	11.983535	0	7	52	52	1	0	0	1	0	0	1	4	44	12.875598	0	7	52	52	1	0	0	1	0	0	1	3	46	12.001506	0	4	48	52	1	0	0	1	0	0	1	4	48	12.154779	0	1	52	42	1	0	0	1	0	0	1	4	52	12.077671	0																													15	12	72878	0	0	1	1	1	1	1	1	1	0	0
141																																																									7	52	52	1	0	0	0	0	0	1	2	48	10.963532	0																													12	16	85861	0	0	1	1	0	0	0	0	1	0	0
143	7	52	52	1	0	0	1	0	0	0	4	32	11.170857	0															11	52	52	1	0	0	1	0	0	0	4	43	11.635143	0	7	52	52	1	0	0	1	0	0	0	4	45	11.947949	0																																											10	10	59838	0	0	1	1	1	0	1	1	0	0	0
144															9	36	0	1	0	0	1	0	1	0	4	38	10.425846	0	7	32	0	1	0	0	1	0	1	0	4	40	10.637681	0																																																									9	10	37874	0	0	1	0	0	1	1	0	0	0	0
146	6	46	50	0	0	1	1	0	1	0	2	29	10.112776	0																																											3	52	52	0	1	0	0	1	1	0	1	46	11.407565	0																													12	12	86932	0	0	0	1	1	0	0	0	1	0	0
147	7	52	0	1	0	0	1	0	1	0	4	32	10.715528	0	6	52	52	1	0	0	1	0	1	0	1	41	10.982577	0	7	52	44	1	0	0	1	0	1	0	4	43	11.338573	0	2	52	52	1	0	0	1	0	1	0	2	45	11.184422	0	1	52	52	1	0	0	1	0	1	0	4	49	11.314474	0																													10	12	22466	0	0	1	1	1	1	1	1	1	0	0
149	6	45	52	1	0	0	1	0	1	0	4	29	10.819778	0	7	52	52	1	0	0	1	0	1	0	4	38	11.379395	0	9	52	52	1	0	0	1	0	1	0	4	40	11.742449	0	4	52	52	1	0	0	1	0	1	0	4	42	11.987294	0	3	52	52	1	0	0	1	0	1	0	3	46	12.038836	0																													11	12	39973	0	0	1	0	1	1	1	1	1	0	0
152	6	52	52	1	0	0	0	1	1	0	4	32	10.532896	0															7	52	52	1	0	0	1	0	1	0	3	43	12.367341	0	4	52	52	1	0	0	1	0	1	0	3	45	12.180755	0																																											12	12	93332	0	0	1	1	1	0	1	1	0	0	0
155															7	52	52	1	0	0	0	1	1	0	4	39	10.668956	0																													9	52	31	1	0	0	0	1	0	0	4	47	11.127263	0																													12	12	47003	0	0	0	1	0	1	0	0	1	0	0
156	9	52	18	1	0	0	0	1	0	0	4	36	10.126631	0																																																																																					12	17	4975	0	0	0	0	1	0	0	0	0	0	0
157																																																									2	52	52	1	0	0	1	0	0	0	4	48	12.301383	0																													12	16	43873	0	0	1	1	0	0	0	0	1	0	0
158	6	52	52	1	0	0	1	0	0	1	4	35	10.778956	0	7	52	52	1	0	0	1	0	0	1	4	44	11.289782	0	5	52	52	1	0	0	1	0	0	1	4	46	11.350407	0	2	52	52	1	0	0	1	0	0	1	4	48	11.441429	0															9	52	52	1	0	0	1	0	0	1	4	54	11.608235	0															12	16	85206	0	0	1	1	1	1	1	1	0	1	0
159	7	49	52	1	0	0	1	0	0	1	4	33	11.264464	0																																																																																					12	16	89686	0	0	1	1	1	0	0	0	0	0	0
160	6	38	52	1	0	0	0	1	1	0	4	33	10.23996	0	7	52	52	1	0	0	1	0	1	0	3	42	10.988001	0	5	52	52	1	0	0	1	0	1	0	4	44	11.539567	0	3	52	52	1	0	0	1	0	1	0	4	46	11.647981	0	12	52	50	1	0	0	1	0	1	0	4	50	11.668219	0																													8	8	77440	0	0	1	1	1	1	1	1	1	0	0
162																													9	15	52	0	0	0	1	0	0	1	4	43	11.251561	0																																																									16	17	98253	0	0	0	1	0	0	1	0	0	0	0
164																																																																							4	52	52	1	0	0	0	1	1	0	4	52	10.757903	0															12	12	22240	0	0	1	1	0	0	0	0	0	1	0
165	6	52	35	1	0	0	1	0	1	0	3	33	11.170435	0	6	50	52	1	0	0	1	0	1	0	4	42	9.7526646	0	7	52	52	1	0	0	1	0	1	0	4	44	11.35393	0	5	52	52	1	0	0	1	0	1	0	1	46	11.514923	0	2	52	52	1	0	0	1	0	1	0	1	50	11.711777	0																													10	12	46506	0	0	1	1	1	1	1	1	1	0	0
166	6	52	52	1	0	0	1	0	1	0	2	31	11.127263	0	7	52	52	1	0	0	1	0	1	0	1	40	11.688558	0	7	52	0	1	0	0	1	0	1	0	4	42	11.90834	0	4	52	52	1	0	0	1	0	1	0	2	44	12.014307	0																																											10	12	58432	0	0	0	1	1	1	1	1	0	0	0
167	6	42	47	1	0	0	1	0	1	0	4	33	11.00659	0																																																																																					12	12	33598	0	0	1	1	1	0	0	0	0	0	0
171	8	52	52	0	0	1	1	0	0	1	2	31	11.187196	0	8	49	52	0	0	1	1	0	0	1	3	40	11.821879	0	5	52	52	0	0	1	1	0	0	1	4	42	11.852962	0	4	52	52	0	0	1	1	0	0	1	4	44	11.911701	0	2	52	52	0	0	1	1	0	0	1	4	48	12.117679	0																													13	12	82207	0	0	0	1	1	1	1	1	1	0	0
174	6	52	52	1	0	0	1	0	1	0	4	33	11.270854	0	8	52	52	1	0	0	1	0	1	0	2	42	11.626254	0	6	52	52	1	0	0	1	0	1	0	1	44	11.712186	0	3	40	52	1	0	0	1	0	1	0	1	46	11.903798	0	12	52	48	1	0	0	1	0	1	0	2	50	11.407565	0																													13	12	47279	1	0	1	0	1	1	1	1	1	0	0
178	6	52	52	1	0	0	1	0	1	0	1	35	10.596635	0	5	52	52	1	0	0	1	0	1	0	1	44	11.065075	0	4	52	52	1	0	0	1	0	1	0	1	46	11.112448	0	3	52	52	1	0	0	1	0	1	0	1	48	11.561716	0	2	52	52	1	0	0	1	0	1	0	1	52	12.996101	0																													12	14	77068	0	0	0	1	1	1	1	1	1	0	0
179	6	52	52	1	0	0	1	0	1	0	4	35	11.016989	0	6	52	52	1	0	0	1	0	1	0	4	44	11.461632	0															6	52	52	1	0	0	1	0	1	0	2	48	11.542484	0	12	26	50	1	0	0	1	0	1	0	4	52	11.608235	0																													11	12	30455	0	0	1	1	1	1	0	1	1	0	0
180	6	52	52	1	0	0	1	0	0	1	4	36	11.167332	0	9	52	52	0	1	0	1	0	0	1	4	45	11.407565	0																																																									5	52	52	0	1	0	1	0	1	0	4	57	12.402461	0	12	16	88334	0	0	1	1	1	1	0	0	0	0	1
183	6	52	0	1	0	0	1	0	1	0	3	35	11.008744	0	6	52	0	1	0	0	1	0	1	0	3	44	11.512925	0	6	52	0	1	0	0	1	0	1	0	3	46	11.608235	0																																																									12	12	49623	0	0	1	1	1	1	1	0	0	0	0
184															6	52	0	1	0	0	1	0	1	0	3	41	12.206073	0	5	52	0	1	0	0	1	0	1	0	3	43	11.461632	0	4	52	14	1	0	0	1	0	1	0	1	45	11.461632	0	2	52	52	1	0	0	1	0	1	0	3	49	11.817951	0																													12	12	59078	0	0	1	1	0	1	1	1	1	0	0
186	9	52	52	1	0	0	1	0	0	1	2	34	11.983535	0	10	52	52	1	0	0	1	0	0	1	2	43	12.278394	0																																																																							12	12	81515	0	0	1	1	1	1	0	0	0	0	0
188	8	52	44	0	1	0	1	0	1	0	1	34	10.713973	0																																																																																					10	12	11983	0	0	1	1	1	0	0	0	0	0	0
189	6	52	52	0	1	0	0	0	0	1	4	35	10.31394	0	4	52	52	0	1	0	0	0	0	1	3	44	11.198215	0	4	52	52	0	1	0	0	0	0	1	2	46	11.407565	0	3	52	52	0	1	0	0	0	0	1	4	48	11.589887	0	2	52	52	0	1	0	0	0	0	1	1	52	12.100712	0																													10	12	59286	0	0	0	1	1	1	1	1	1	0	0
190	9	52	23	1	0	0	1	0	0	1	1	32	10.968198	0																																																																																					16	17	73636	0	0	1	1	1	0	0	0	0	0	0
191	9	52	52	1	0	0	1	0	0	1	1	30	11.362103	0	6	52	52	1	0	0	1	0	0	1	2	39	11.972247	0	8	52	52	1	0	0	1	0	0	1	3	41	12.0137	0	5	52	52	1	0	0	1	0	0	1	2	43	11.98605	0	2	52	52	1	0	0	1	0	0	1	3	47	12.117242	0																													16	17	89270	0	0	0	1	1	1	1	1	1	0	0
192	6	52	52	1	0	0	1	0	0	1	4	30	11.396392	0	8	52	13	1	0	0	1	0	0	1	4	39	11.561716	0	6	52	52	1	0	0	1	0	0	1	2	41	11.82041	0																																																									12	12	80480	0	0	1	1	1	1	1	0	0	0	0
195	9	52	52	1	0	0	1	0	0	1	1	34	11.983535	0															7	52	52	0	0	1	1	0	0	1	1	45	12.0137	0	4	40	52	0	0	1	1	0	0	1	3	47	12.128111	0	2	52	52	0	0	1	1	0	0	1	4	51	11.131372	0																													10	16	87917	0	0	0	1	1	0	1	1	1	0	0
