1 58 20 11 5 3 2 52 1 5 -5 -5 -5 1 52 5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -998 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5
2 59 20 11 5 3 2 34 1 5 5 1 52 1 52 5 -4 5 52 1 -4 5 1 52 0 -4 -4 -4 -4 5 1 52 0 5 1 52 5 1 52 1 1 52 0 -4 0 1 1 52 0 1 1 52 1 1 52 1 1 52 -4 0 0 3 2 52 4 2 52 -4 -4 0 0 4 2 5 5 2 0 -4 0 0 5 2 0 5 2 0 0 5 2 0 5 2 18 1 0 4 2 52 0 4 2 52 0 4 2 52 0 3 2 52 0 4 2 52 4 2 52 4 2 52
3 61 17 21 5 3 2 38 1 5 1 1 40 -5 -5 -5 1 3 19 2 0 3 2 0 1 3 1 -4 -4 4 2 0 1 4 2 23 4 2 0 5 2 24 1 -4 2 5 2 7 1 5 2 15 5 2 39 5 2 0 -4 5 0 5 2 20 6 2 52 1 -4 0 0 5 2 3 5 2 0 -4 2 0 5 2 10 3 2 52 1 4 2 0 -5 -5 -5 1 1 2 2 43 1 2 2 1 -5 -5 -5 -5 1 2 2 52 1 2 2 52 2 2 52 2 2 52
4 62 16 21 5 3 2 0 1 5 -5 -5 -5 2 0 3 1 3 16 2 1 2 3 2 1 -4 2 -4 -4 2 3 0 0 2 3 0 2 3 32 2 3 48 0 -4 1 2 3 37 1 2 3 48 2 3 0 -5 -5 -5 -4 0 0 2 3 52 2 3 52 -5 -5 -5 -5 -5 -5 -5 3 2 52 -4 0 0 4 2 40 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 1 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 2 2 24 2 2 52
5 59 19 11 1 3 1 46 1 4 4 1 46 1 52 4 1 4 26 1 1 4 1 13 1 -4 -4 -4 -4 1 1 12 -5 -5 -5 -5 2 2 52 -5 -5 -5 1 -1 -1 2 2 52 1 3 2 52 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 1 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5
6 60 18 11 1 3 1 32 1 4 4 1 9 1 30 4 1 4 30 1 1 3 1 25 1 4 2 -4 -4 3 1 34 1 1 1 52 1 1 52 1 1 52 1 3 2 1 1 52 1 1 1 52 2 2 52 2 2 52 3 4 0 3 2 52 3 2 52 1 -4 3 0 3 2 52 4 2 52 -5 -5 -5 -5 -5 -5 5 2 52 1 5 2 52 5 2 52 1 1 5 2 52 1 5 2 52 1 5 2 52 1 5 2 52 1 5 2 52 4 2 52 3 2 52
7 64 14 51 1 3 1 -4 1 3 5 1 -4 1 52 4 1 1 52 1 0 1 1 52 1 -4 -4 -4 -4 1 1 8 1 1 1 0 1 1 0 1 1 0 1 -4 0 1 1 0 1 1 1 0 3 2 0 3 2 20 -4 5 0 3 2 22 4 2 1 0 -4 2 0 4 3 39 4 3 52 -4 1 0 3 3 52 3 3 52 1 3 3 52 3 3 52 -999 0 3 3 0 0 2 3 30 1 2 3 0 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5
8 58 20 11 6 3 2 4 2 3 4 2 25 2 51 4 1 4 52 2 1 5 2 52 1 -4 -4 -4 -4 5 2 52 1 5 2 52 5 2 1 5 2 50 1 -4 0 4 3 26 1 4 3 51 4 3 52 3 3 52 -4 4 0 4 3 52 4 3 52 1 1 4 1 3 3 52 3 3 52 2 0 0 3 3 52 5 3 52 1 2 3 52 3 3 52 1 1 1 3 50 1 2 2 52 1 2 2 50 1 3 2 52 1 2 2 52 4 2 52 2 2 52
9 63 15 21 1 3 1 -4 1 6 6 1 -4 1 48 6 1 7 49 1 1 6 1 52 1 5 1 -4 -3 4 1 52 1 4 1 52 2 1 52 2 1 52 1 5 1 2 2 52 1 2 2 52 2 2 52 3 2 52 -4 0 0 3 2 52 4 2 42 1 -4 0 0 4 2 23 4 2 52 -4 0 0 4 2 52 4 2 52 1 4 2 52 4 2 52 1 1 4 2 52 1 4 2 52 1 4 2 52 1 3 2 52 1 3 2 52 3 2 52 -5 -5 -5
10 60 18 51 6 3 2 0 1 3 4 1 32 1 52 4 1 4 52 1 1 3 2 52 1 3 1 -4 -4 3 2 44 1 3 2 34 -5 -5 -5 -5 -5 -5 1 -4 2 4 2 46 -5 -5 -5 -5 7 2 27 7 2 45 -4 0 0 7 2 52 6 2 52 1 -4 3 0 6 2 52 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 1 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5
11 59 19 51 1 3 1 33 1 3 -5 -5 -5 1 52 3 1 3 47 1 1 3 1 39 1 -4 -4 -4 -4 3 1 50 1 3 1 52 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 1 1 1 52 1 1 47 1 1 7 -4 0 0 1 1 52 1 1 52 1 -4 0 0 1 1 51 1 1 52 -4 0 0 1 1 22 1 1 52 1 1 1 13 1 1 12 -998 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5
12 59 19 11 5 3 2 13 1 3 3 1 19 1 50 3 1 3 26 1 1 2 2 52 1 -4 -4 -4 -4 2 2 52 1 2 2 52 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 4 2 52 1 -4 0 0 4 2 52 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 1 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5
13 58 20 11 1 3 1 52 1 5 4 1 52 1 52 4 1 2 52 1 1 2 1 52 1 -3 2 -4 -3 1 1 52 0 1 1 52 1 1 52 1 1 52 1 -4 0 1 1 44 1 2 2 52 3 2 52 3 2 52 -4 0 0 4 2 52 4 2 52 1 -4 0 0 5 2 52 6 2 52 -4 0 0 6 2 52 2 3 52 0 3 3 5 3 3 41 1 0 1 3 52 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5
14 63 15 11 5 3 2 -4 1 5 5 1 -4 1 13 4 1 4 13 1 1 3 1 33 1 2 3 -4 -4 5 1 48 1 4 1 52 4 1 41 1 1 52 1 -4 2 4 1 52 1 3 1 44 3 1 42 2 2 52 -4 1 0 2 2 52 2 2 52 1 1 6 0 2 2 52 2 2 34 1 6 0 1 3 52 1 3 52 1 1 3 52 1 3 52 -998 1 1 3 52 1 1 3 31 1 1 3 52 1 1 3 52 0 1 3 52 1 3 39 -5 -5 -5
15 64 15 11 1 3 1 -4 1 4 4 1 -4 1 -4 4 1 4 6 1 1 4 1 7 1 -4 -4 -4 -4 4 1 12 1 4 1 32 4 1 25 4 1 52 1 -4 0 1 1 51 1 1 1 50 4 1 0 4 1 3 -4 -1 -1 4 1 52 2 2 49 1 -4 0 0 2 2 52 2 2 52 -4 0 0 3 2 0 4 2 0 1 5 2 0 6 2 0 1 1 6 2 0 1 6 2 0 1 6 2 0 1 6 2 0 1 6 2 0 6 2 0 6 2 0
16 58 20 11 5 3 2 49 1 4 1 1 52 1 34 4 1 4 52 1 1 4 1 52 1 0 2 -4 -4 4 1 52 1 4 1 52 1 1 52 1 1 51 0 -4 3 2 2 52 0 2 2 52 3 2 52 3 2 46 -4 2 0 3 2 52 3 2 52 1 -4 6 1 4 2 52 4 2 52 2 6 0 5 2 43 5 2 52 1 5 2 52 5 2 52 1 1 5 2 52 1 4 3 52 1 4 3 51 1 4 3 52 0 4 3 52 2 3 2 3 3 52
17 57 22 51 1 3 1 52 1 2 2 1 52 1 52 2 1 2 52 1 1 2 1 51 1 -4 2 -4 -4 2 1 52 1 2 1 51 2 1 50 2 1 52 1 -4 2 2 1 52 1 2 1 52 2 1 52 2 1 52 -4 1 0 2 1 52 1 1 40 0 -4 6 0 2 1 52 2 1 32 -4 6 0 2 1 46 2 1 52 0 3 2 52 3 2 52 -998 0 2 2 52 0 2 2 52 0 2 2 52 0 1 3 52 0 1 3 52 1 3 52 1 3 52
18 58 21 -3 1 3 1 29 1 1 2 2 31 2 52 2 1 2 52 2 1 3 2 52 1 -4 4 2 -4 3 2 52 1 3 2 52 4 2 52 4 2 52 1 -4 5 4 2 52 1 4 2 52 5 2 52 5 2 52 -4 1 0 1 3 52 4 3 52 1 -4 6 0 5 2 52 5 2 52 -4 4 0 5 2 52 4 3 52 1 3 3 52 1 3 52 1 1 1 3 52 1 2 3 48 1 3 3 52 1 1 3 52 1 1 3 52 1 3 52 1 3 52
19 57 21 11 5 3 2 52 2 2 3 3 45 3 45 3 1 3 52 3 -5 -5 -5 -5 1 -4 -4 -4 -4 3 3 0 1 3 3 0 3 3 6 3 3 52 0 -4 4 3 2 0 1 2 3 0 2 3 0 2 3 0 -4 6 0 2 3 0 2 3 0 0 -4 -1 -1 2 3 0 -5 -5 -5 -4 0 0 2 3 0 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 1 0 2 2 0 -5 -5 -5 -5 0 2 2 0 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5
20 59 19 11 5 3 2 13 1 5 5 1 32 1 12 5 1 5 26 1 1 5 1 52 1 0 -4 -4 -4 1 1 46 1 1 1 52 1 1 52 1 1 52 1 -4 1 2 2 52 1 2 2 52 3 2 52 3 2 33 -4 6 0 3 2 51 3 2 52 1 -4 1 0 3 2 52 3 2 52 -4 0 0 3 2 52 3 2 52 1 3 2 52 3 2 52 1 1 3 2 52 1 3 2 52 -5 -5 -5 -5 1 3 2 52 1 3 2 52 2 2 52 -5 -5 -5
21 61 17 11 5 3 2 27 1 5 5 1 36 1 18 5 1 5 28 1 1 5 1 39 1 4 1 -4 -4 4 1 52 1 4 1 47 4 1 52 1 1 52 1 -4 2 1 1 52 1 1 1 52 1 1 52 1 1 52 4 3 0 2 2 52 2 2 52 1 3 3 0 2 2 52 2 2 52 2 3 0 2 2 52 3 2 52 1 2 2 52 2 2 52 -998 1 3 2 52 1 2 2 52 1 2 2 52 1 2 2 37 1 2 2 52 2 2 52 2 2 52
22 63 16 11 5 3 2 29 1 4 4 1 26 1 46 4 1 4 22 1 1 4 1 50 1 -4 2 -4 -3 3 1 50 1 3 1 42 3 1 40 1 1 52 1 -4 3 2 2 52 1 2 2 52 2 2 52 2 2 52 -4 3 0 2 2 52 2 2 52 1 -4 4 0 2 2 52 2 2 52 -4 4 0 2 2 52 2 2 52 1 2 2 52 2 2 18 -998 1 2 2 52 1 2 2 52 1 2 2 50 1 1 3 52 1 1 3 11 1 3 52 -5 -5 -5
23 58 20 11 1 3 1 40 1 5 5 1 52 1 18 5 1 5 16 1 1 5 1 0 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 4 1 52 -4 0 -1 3 1 52 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -998 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5
24 61 18 11 1 3 1 35 1 5 5 1 21 1 10 5 1 5 47 1 1 5 1 27 -5 -5 -5 -5 -5 -5 -5 -5 1 5 1 21 2 2 36 3 2 49 1 -4 0 3 2 52 1 3 2 52 4 2 52 -5 -5 -5 -4 0 0 4 2 52 4 2 52 0 -4 0 0 1 3 47 4 3 52 -4 0 0 1 3 52 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 1 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5
