34	43000	8	52	52	1	0	0	0	0	0	1	0	0	1	3	35	0	0	0	66000	9	52	52	1	0	0	0	0	1	0	0	0	1	4	44	0	0	0	96150	9	52	52	1	0	0	0	0	1	0	0	0	1		46	0	0	0	490376	4	52	52	1	0	0	0	0	1	0	0	0	1	4	48	0	0	0	30000	2		52	1	0	0	0	0	0	1	0	0	1	1	52	0	0	1	53000	1		4	1	0	0	0	0	0	1	0	0	1		54	0	0	1		2	0	52	1	0	0	0	0	0	1	0	1	0		56	1	0	0	13	12	6069	0	1	0	0	0	0	1	0	0	0	0	1	1	0	1	1	0	0
35		7	48	52	1	0	0	0	0	1	0	1	0	0	1	30	1	0	0					0	0	0	0	0	0	0	1	0	0		39	1	1	1					0	0	0	0	0	0	0	1	0	0		41	1	1	1					0	0	0	0	0	0	0	1	0	0		43	1	1	1					0	0	0	0	0	0	0	1	0	0		47	1	1	1					0	0	0	0	0	0	0	1	0	0		49	1	1	1					0	0	0	0	0	0	0	0	0	0		51	1	1	1	12	12	53046				0	0	1	0	0	0	0	1	1	0	0	0	0	0	0
36	44705	6	52	52	1	0	0	0	0	1	0	0	1	0	1	31	0	0	0	130000	3	52	52	1	0	0	0	0	1	0	0	1	0	4	40	0	0	0	149000	4	52	52	1	0	0	0	0	1	0	0	1	0	4	42	0	0	0	26200	4		50	1	0	0	0	0	1	0	0	1	0	4	44	0	0	1		1	52	0	1	0	0	0	0	1	0	0	1	0	4	48	1	0	0	66510	10		52	1	0	0	0	0	1	0	0	1	0		50	0	0	1	28000	2		52	1	0	0	0	0	0	1	0	1	0		52	0	0	1	14	12		1	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	0
37	160097	6	52	0	1	0	0	0	0	1	0	0	1	0	4	35	0	0	0	115500	6	52	52	1	0	0	0	0	1	0	0	1	0	4	44	0	0	0	124400	4	52	52	1	0	0	0	0	1	0	0	1	0	4	46	0	0	0	46000	3	52	52	1	0	0	0	0	1	0	0	1	0	4	48	0	0	0	168000	2	52	52	1	0	0	0	0	1	0	0	1	0	4	52	0	0	0	124100	3	52	52	1	0	0	0	0	1	0	0	1	0		54	0	0	0	165300	12	52	52	1	0	0	0	0	1	0	0	1	0		56	0	0	0	12	12	56290	0	0	0	0	0	1	1	0	0	0	0	1	1	1	1	1	0	0
38	66000	6	50	52	1	0	0	0	0	1	0	0	1	0	4	31	0	0	0	63500	3	52	52	1	0	0	0	0	1	0	0	1	0	4	40	0	0	0	92758	4	52	52	1	0	0	0	0	1	0	0	1	0	1	42	0	0	0	110000	2	52	52	1	0	0	0	0	1	0	0	1	0	4	44	0	0	0	112500	2	45	52	1	0	0	0	0	1	0	0	1	0	1	48	0	0	0	128000	12	45	52	1	0	0	0	0	1	0	0	1	0		50	0	0	0	126000	1	20	52	1	0	0	0	0	1	0	0	1	0		52	0	0	0	12	12	12788	1	0	1	0	0	1	1	0	0	0	0	1	1	1	1	1	0	0
39	58000	6	52	52	0	0	1	0	0	1	0	0	1	0	3	34	0	0	0	87000	7	24	52	0	0	1	0	0	1	0	0	1	0	1	43	0	0	0		8	26	52	0	0	1	0	0	1	0	0	1	0	1	45	1	0	0	72000	2	52	52	0	0	1	0	0	1	0	0	1	0	1	47	0	0	0	75000	1	52	52	0	0	1	0	0	1	0	0	1	0	4	51	0	0	0	94000	10	52	52	0	0	1	0	0	1	0	0	1	0		53	0	0	0	100000	1	40	52	0	0	1	0	0	1	0	0	1	0		55	0	0	0	12	12	26851	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0
40		7		1	0	0	0	0	0	0	1	0	1	0	4	33	1	0	1	63850	6	52	52	1	0	0	0	0	1	0	0	1	0	1	42	0	0	0	108708	5	52	52	1	0	0	0	0	1	0	0	1	0	2	44	0	0	0	142500	5	52	52	1	0	0	0	0	1	0	0	1	0	1	46	0	0	0	147693	3	52	10	1	0	0	0	0	1	0	0	1	0	4	50	0	0	0	158110	12	52	20	1	0	0	0	0	1	0	0	1	0		52	0	0	0	193220	2	52	52	1	0	0	0	0	1	0	0	1	0		54	0	0	0	10	12	38419	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0
41		7		52	1	0	0	0	1	0	0	1	0	0	1	31	1	0	1	105000	5		52	1	0	0	0	0	1	0	1	0	0	4	40	0	0	1	73500	5		52	1	0	0	0	0	1	0	1	0	0	1	42	0	0	1	125000	5		52	1	0	0	0	0	1	0	1	0	0	4	44	0	0	1	134000	1	40	52	1	0	0	0	0	1	0	1	0	0	4	48	0	0	0	136500	10	40	52	1	0	0	0	0	1	0	1	0	0		50	0	0	0	149000	1	44	52	1	0	0	0	0	1	0	0	0	0		52	0	0	0	10	12	57095	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0
42	32500	6	52	52	1	0	0	0	0	1	0	0	1	0	4	30	0	0	0	80200	7	52	52	1	0	0	0	0	1	0	0	1	0	4	39	0	0	0	93000	6	52	52	1	0	0	0	0	1	0	0	1	0	1	41	0	0	0	80000	6	52	52	1	0	0	0	0	1	0	0	1	0	4	43	0	0	0	103000	3	52	52	1	0	0	0	0	1	0	0	1	0	4	47	0	0	0	159000	1	52	52	1	0	0	0	0	1	0	0	1	0		49	0	0	0	120000	2	52	52	1	0	0	0	0	1	0	0	1	0		51	0	0	0	14	12	22326	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	0	0
43	13284	6		6	1	0	0	0	1	0	0	0	1	0	2	32	0	0	1	2680	8		9	1	0	0	0	0	1	0	0	1	0	4	41	0	0	1	4239	9		0	1	0	0	0	0	0	1	0	1	0		43	0	0	1	0	9		0	1	0	0	0	0	0	1	0	1	0	1	45	0	0	1	4800	4		0	1	0	0	0	0	0	1	0	1	0	4	49	0	0	1	8016	12		0	1	0	0	0	0	0	1	0	1	0		51	0	0	1	9252	4		0	1	0	0	0	0	0	1	0	1	0		53	0	0	1	10	9	15325	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	1	0	0
44	50500	6		52	1	0	0	0	0	1	0	0	1	0	2	32	0	0	1	120000	6	52	0	1	0	0	0	0	1	0	0	1	0	4	41	0	0	0		3	52	0	1	0	0	0	0	1	0	0	1	0		43	1	0	0		7	52	44	1	0	0	0	0	1	0	0	1	0	1	45	1	0	0	179120	3	52	52	1	0	0	0	0	1	0	0	1	0	2	49	0	0	0		1	52	52	1	0	0	0	0	1	0	0	1	0		51	1	0	0	245000	1	52	52	1	0	0	0	0	1	0	0	1	0		53	0	0	0	12	12	37061	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1	0	0
45	72400	6	50	52	1	0	0	0	0	1	0	0	1	0	2	34	0	0	0					0	0	0	0	0	0	0	0	1	0		43	1	1	1					0	0	0	0	0	0	0	0	1	0		45	1	1	1					0	0	0	0	0	0	0	0	1	0		47	1	1	1					0	0	0	0	0	0	0	0	1	0		51	1	1	1					0	0	0	0	0	0	0	0	1	0		53	1	1	1					0	0	0	0	0	0	0	0	1	0		55	1	1	1	9	10	50629				0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
46		6	52	52	1	0	0	0	0	1	0	0	0	1	4	31	1	0	0		6	52	52	1	0	0	0	0	1	0	0	0	1	4	40	1	0	0	120100	6	52	52	1	0	0	0	0	1	0	0	0	1	4	42	0	0	0	132000	4	52	51	1	0	0	0	0	1	0	0	0	1	2	44	0	0	0					0	0	0	0	0	0	0	0	0	1		48	1	1	1					0	0	0	0	0	0	0	0	0	1		50	1	1	1					0	0	0	0	0	0	0	0	0	1		52	1	1	1	12	12	78095				0	0	1	0	0	0	0	1	1	1	1	1	0	0	0
47	47250	6		52	1	0	0	0	1	0	0	0	1	0	1	34	0	0	1	58795	7		39	1	0	0	0	1	0	0	0	1	0	3	43	0	0	1	42000	3		52	1	0	0	0	1	0	0	0	1	0	3	45	0	0	1	66513	3		52	1	0	0	0	1	0	0	0	1	0	4	47	0	0	1	68000	3	52	52	1	0	0	0	1	0	0	0	1	0	4	51	0	0	0	165000	10	52	52	1	0	0	0	0	1	0	0	1	0		53	0	0	0	185000	1	52	52	1	0	0	0	0	1	0	0	1	0		55	0	0	0	12	16	75473	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	0	0
48	12911	6	50	0	0	0	0	1	0	1	0	0	1	0	4	35	0	0	0					0	0	0	0	0	0	0	0	1	0		44	1	1	1					0	0	0	0	0	0	0	0	1	0		46	1	1	1					0	0	0	0	0	0	0	0	1	0		48	1	1	1					0	0	0	0	0	0	0	0	1	0		52	1	1	1					0	0	0	0	0	0	0	0	1	0		54	1	1	1					0	0	0	0	0	0	0	0	0	0		56	1	1	1	12	12	24806				0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
49	59868	6	52	52	1	0	0	0	0	1	0	0	0	1	2	35	0	0	0	95500	5	52	52	1	0	0	0	0	1	0	0	0	1	4	44	0	0	0	98500	4	46	52	1	0	0	0	0	1	0	0	0	1	1	46	0	0	0	98480	3	52	52	1	0	0	0	0	1	0	0	0	1		48	0	0	0	115000	1	52	52	1	0	0	0	0	1	0	0	0	1		52	0	0	0	133115	12	52	52	1	0	0	0	0	1	0	0	0	1		54	0	0	0	84500	12	52	52	1	0	0	0	0	1	0	0	0	0		56	0	0	0	12	12	71226	1	1	0	0	0	1	1	0	0	0	0	1	1	1	0	0	0	0
50	60700	6	52	52	1	0	0	0	0	1	0	0	1	0	4	35	0	0	0	56500	6	52	52	1	0	0	0	0	1	0	0	1	0	4	44	0	0	0	70000	6	52	52	1	0	0	0	0	1	0	0	1	0		46	0	0	0	0	6	52	21	1	0	0	0	0	1	0	0	1	0	4	48	0	0	0	104500	12	52	51	1	0	0	0	0	1	0	0	1	0	2	52	0	0	0	119800	9	52	52	1	0	0	0	0	1	0	0	1	0		54	0	0	0	135000	1	52	52	1	0	0	0	0	1	0	0	1	0		56	0	0	0	9	10	78742	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	1	0	0
52					0	0	0	0	0	0	0	0	0	0		35	1	1	1					0	0	0	0	0	0	0	0	0	0		44	1	1	1					0	0	0	0	0	0	0	0	0	0		46	1	1	1					0	0	0	0	0	0	0	0	0	0		48	1	1	1					0	0	0	0	0	0	0	0	0	0		52	1	1	1	497763	7		52	0	0	1	0	0	0	1	0	0	0	1	54	0	0	1		8		52	0	0	1	0	0	0	1	0	0	0		56	1	0	1	12	14	69080	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
